ID,Practice Name,City,District,Address,Latitude,Longitude,Phone,Website,Verification Status,Last Verified,English Signals,Emergency Services,Google Maps
Hamburg-76,Dr. med. vet. Fabian von Manteuffel,Hamburg,Bramfeld,"Hülsdornweg 24, 22179 Hamburg (Bramfeld)",53.5950623,10.0650516,,http://www.tierarzt-manteuffel.de/,Verified,2025-12-25,"Verified English Support; Confirmed via Google Review: ""English-speaking doctor.""",,https://www.google.com/maps/place/Dr.+med.+vet.+Fabian+von+Manteuffel/data=!4m7!3m6!1s0x47b1895d9e0164a3:0x31017aefc542e55d!8m2!3d53.5950214!4d10.0651161!16s%2Fg%2F1v_z3d0t!19sChIJo2QBnl2JsUcRXeVCxe96ATE?authuser=0&hl=en&rclk=1
Hamburg-77,Dr. med. vet. Michael Gervers,Hamburg,Barmbek-Nord,"Fuhlsbüttler Str. 344, 22307 Hamburg (Barmbek-Nord)",53.6010893,10.0413859,,http://www.tierarzt-gervers.de/,Verified,2025-12-24,Verified English Support; Jameda Verified,,
Hamburg-78,Tierärztliche Gemeinschaftspraxis St. Pauli (Dr. Svenja Korth),Hamburg,St. Pauli,"Hopfenstraße 11-13, 20359 Hamburg",53.5573499,9.9691309,,https://tierarzt-stpauli.hamburg,Verified,2025-12-26,Verified English Support; Jameda Verified,,
Hamburg-79,Dr. med. vet. Dagmar H. Vogel,Hamburg,Eimsbüttel,"Tresckowstr. 6, 20259 Hamburg",53.5739651,9.963081,,http://www.tierarzt-hh.de,Verified,2025-12-26,Verified English Support; Jameda Verified,,
Hamburg-80,AniCura Fachzentrum Hamburg (Jenfeld),Hamburg,Jenfeld,"Rodigallee 85, 22043 Hamburg",53.5706531,10.1050302,,https://www.anicura.de/hamburg,Verified,2025-12-24,Verified English Support,,
Hamburg-82,Tierarztpraxis Dr. Stefanie Möller,Hamburg,Harvestehude,"Isestraße 49, 20144 Hamburg",53.5817841,9.9817247,,,Verified but No Website Found,2025-12-26,Verified by Community,,
Hamburg-83,Dr. med. vet. Imke Tammena,Hamburg,Sasel,"Waldweg 42, 22393 Hamburg",53.6552338,10.1206751,,http://tierarztpraxis-sasel.de,Verified,2025-12-26,Verified English Support; Jameda Verified; Community Verified,,
Hamburg-84,Tierarztpraxis Sülldorf (Gwendolien Lehmann),Hamburg,Sülldorf,"Sülldorfer Kirchenweg 2, 22587 Hamburg",53.5640672,9.8128885,,https://www.tierarzt-blankenese.de,Verified,2025-12-26,Verified English Support; Jameda Verified,,
Hamburg-85,Tierarztpraxis Simon,Hamburg,Rahlstedt,"Bargteheider Str. 156, 22143 Hamburg",53.6005735,10.1438955,,https://simon.hamburg/,Verified,2025-12-26,Verified English Support,,https://www.google.com/maps/place/Tierarztpraxis+Simon/data=!4m7!3m6!1s0x47b18babb133b0a9:0x8790e5e344ef6544!8m2!3d53.6115286!4d10.1537557!16s%2Fg%2F1vxcvgkb!19sChIJqbAzsauLsUcRRGXvROPlkIc?authuser=0&hl=en&rclk=1
Hamburg-88,Tierklinik Lademannbogen,Hamburg,Hummelsbüttel,"Lademannbogen 126, 22339 Hamburg",53.6438854,10.0290527,,https://www.tierklinik-lademannbogen.de,Verified,2025-12-26,Verified English Support,24/7,https://www.google.com/maps/place/Tierklinik+Lademannbogen+GmbH/data=!4m7!3m6!1s0x47b1883526a596df:0x681f94e0db140824!8m2!3d53.6448131!4d10.0334358!16s%2Fg%2F1tkrkvtt!19sChIJ35alJjWIsUcRJAgU2-CUH2g?authuser=0&hl=en&rclk=1
Hamburg-86,Dr. med. vet. Eva Tutlies,Hamburg,Billstedt,"Schiffbeker Weg 46, 22119 Hamburg",53.5444196,10.1048408,,http://kleintierpraxis-tutlies.de,Verified,2025-12-26,Verified by Community,,
Hamburg-87,Dr. med. vet. Nicolai Mannstaedt,Hamburg,Neugraben,"Neugrabener Bahnhofstraße 5a, 21149 Hamburg",53.4677627,9.8547253,,http://kleintierpraxis-neugraben.de,Verified,2025-12-26,Verified English Support; Practice now Kleintierpraxis Neugraben,,https://www.google.com/maps/place/Dr.+Nicolai+Mannstaedt+veterinarian/data=!4m7!3m6!1s0x47b19ae2e052bee9:0x2a58942d3b00fae2!8m2!3d53.4731841!4d9.8545931!16s%2Fg%2F1tf7lmg9!19sChIJ6b5S4OKasUcR4voAOy2UWCo?authuser=0&hl=en&rclk=1
Hamburg-89,Dr. med. vet. Klaus-Henning von Kuenheim,Hamburg,Bramfeld,"Bramfelder Chaussee 10, 22177 Hamburg",53.5939221,10.0599291,,,Verified but No Website Found,2025-12-26,Verified English Support,,
Hamburg-91,Tierarztpraxis Dr. von Marnitz,Hamburg,Schnelsen,"Holsteiner Chaussee 38, 22523 Hamburg",53.6117063,9.9056719,,https://www.von-marnitz.de,Verified,2025-12-26,Verified English Support,,"https://www.google.com/maps/place/Tierarztpraxis+Dr.+von+Marnitz+GmbH,+Holsteiner+Chaussee/data=!4m7!3m6!1s0x47b18655204e5b39:0x8864116fa18a9a8b!8m2!3d53.6116731!4d9.9056929!16s%2Fg%2F11btwvjgn5!19sChIJOVtOIFWGsUcRi5qKoW8RZIg?authuser=0&hl=en&rclk=1"
Hamburg-90,Dr. Mirja Fenske,Hamburg,Lohbrügge,"Osterrade 36 a, 21031 Hamburg",53.5106736,10.1845589,,http://tierarztbergedorf.de,Verified,2025-12-26,Jameda Verified,,
Hamburg-94,Felmo Mobiler Tierarzt (Hamburg),Hamburg,Hamburg,"Borsteler Chaussee 85-99, 22453 Hamburg",53.6050408,9.9792363,,,Verified,2025-12-25,"Verified English Support; Confirmed via Google Review: ""English and she was kind patient!""",,https://www.google.com/maps/place/felmo+Mobiler+Tierarzt+Hamburg/data=!4m7!3m6!1s0x47b189458b2e857f:0x29e930c39b522a8e!8m2!3d53.6050408!4d9.9792362!16s%2Fg%2F11ny2glch0!19sChIJf4Uui0WJsUcRjipSm8Mw6Sk?authuser=0&hl=en&rclk=1
Berlin-98,Tierarztpraxis Dr. Demmler und Dr. Wehming,Berlin,Berlin,"Wiener Straße 25, 10999 Berlin",52.49969,13.43355,030 6181766,https://www.tierarzt-wienerstrasse.de/,Verified,2025-12-26,"Confirmed English-speaking via Google Reviews comments; Confirmed via Google Review: ""English speaking doctors!""",,
Berlin-99,Dr. Johanna Pauls,Berlin,Berlin,"Rykestraße 35, 10405 Berlin",52.5385307,13.4216955,030 23900061,http://www.kleintier-sonographie.de/?page_id=122,Verified,2025-12-25,Confirmed English-speaking via Google Reviews comments,,https://www.google.com/maps/place/Dr.+Johanna+Pauls/data=!4m7!3m6!1s0x47a84e00de054f03:0xd88aadf11ead293d!8m2!3d52.5385307!4d13.4216955!16s%2Fg%2F11c1tlz48s!19sChIJA08F3gBOqEcRPSmtHvGtitg?authuser=0&hl=en&rclk=1
Berlin-101,Kleintiermedizin am Lützowufer,Berlin,Berlin,"Lützowufer 24, 10787 Berlin",52.5062018,13.3493321,030 26397900,https://www.vet-berlin.de/,Verified,2025-12-25,Confirmed English-speaking via Google Reviews comments,,https://www.google.com/maps/place/Kleintiermedizin+am+L%C3%BCtzowufer/data=!4m7!3m6!1s0x47a851ad2a53ba37:0x9b8a2da25d7c1a36!8m2!3d52.5062018!4d13.3493321!16s%2Fg%2F11fxvtrx2s!19sChIJN7pTKq1RqEcRNhp8XaItips?authuser=0&hl=en&rclk=1
Berlin-102,Dipl.Med.Vet. Jörg Porada,Berlin,Berlin,"Rungestraße 18, 10179 Berlin",52.5121682,13.419935,030 2754906,https://tierarztportal.com/berlin/653-dipl-vet-med-joerg-porada,Verified,2025-12-25,Confirmed English-speaking via Google Reviews comments,,https://www.google.com/maps/place/Dipl.Med.Vet.+J%C3%B6rg+Porada/data=!4m7!3m6!1s0x416523c75ea54025:0xb6778bc277d3c95d!8m2!3d52.5121682!4d13.419935!16s%2Fg%2F1vc6cd_d!19sChIJJUClXscjZUERXcnTd8KLd7Y?authuser=0&hl=en&rclk=1
Berlin-103,Tierarztpraxis Liegnitzer,Berlin,Berlin,"Liegnitzer Str. 19, 10999 Berlin",52.4929802,13.4338649,030 6126474,http://www.tierarztpraxis-liegnitzer.de/,Verified,2025-12-25,Confirmed English-speaking via Google Reviews comments,,https://www.google.com/maps/place/Tierarztpraxis+Liegnitzer/data=!4m7!3m6!1s0x416523758d183683:0xf7206235691d1a5c!8m2!3d52.4929802!4d13.4338649!16s%2Fg%2F11b6b3ngv4!19sChIJgzYYjXUjZUERXBodaTViIPc?authuser=0&hl=en&rclk=1
Berlin-104,Pet-Station (Tierarztpraxis),Berlin,Schöneberg,"Kulmer Str. 26, 10783 Berlin",52.4921297,13.3651314,030 51058546,https://pet-station.de/,Verified,2025-12-26,Verified English Support; Merged with general Tierarztpraxis entry,,https://www.google.com/maps/place/Tierarztpraxis/data=!4m7!3m6!1s0x47a8503835ce73f9:0x45ad73e1b6d175a1!8m2!3d52.4921195!4d13.3651271!16s%2Fg%2F11mgn05v41!19sChIJ-XPONThQqEcRoXXRtuFzrUU?authuser=0&hl=en&rclk=1
Berlin-105,Tierarztpraxis Rödiger - Das Veterinärmedizinische Zentrum Berlin - 24h geöffnet,Berlin,Berlin,"Scharnweberstraße 136, 13405 Berlin",52.5643159,13.3262383,030 4127357,https://www.vetzentrum-berlin.de/,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/Tierarztpraxis+R%C3%B6diger+-+Das+Veterin%C3%A4rmedizinische+Zentrum+Berlin+-+24h+ge%C3%B6ffnet/data=!4m7!3m6!1s0x47a853ef387aaf1f:0xdb64322c775ad6a9!8m2!3d52.564316!4d13.326238!16s%2Fg%2F1tj56td9!19sChIJH696OO9TqEcRqdZadywyZNs?authuser=0&hl=en&rclk=1
Berlin-106,Veterinary Practice by the Water Tower,Berlin,Berlin,"Rykestraße 4, 10405 Berlin",52.5350514,13.419747,030 4420329,http://www.tierarztpraxis-wasserturm.de/,Verified,2025-12-25,Verified English Support,,https://www.google.com/maps/place/Veterinary+Practice+by+the+Water+Tower/data=!4m7!3m6!1s0x47a84e03e9285567:0xb5fe0b87abb728f0!8m2!3d52.5350514!4d13.419747!16s%2Fg%2F1234r5bv1!19sChIJZ1Uo6QNOqEcR8Ci3q4cL_rU?authuser=0&hl=en&rclk=1
Berlin-107,Veterinarian and cattery,Berlin,Berlin,"Conrad-Blenkle-Straße 4, 10407 Berlin",52.5281499,13.4502641,030 42085005,http://www.tierarztpraxis-am-velodrom.de/,Verified,2025-12-25,"Confirmed via Google Review: ""English language support.""",,https://www.google.com/maps/place/Veterinarian+and+cattery/data=!4m7!3m6!1s0x47a84e71edabbaf1:0xcdafb946c2a44b7b!8m2!3d52.5281499!4d13.4502641!16s%2Fg%2F1tctwlbc!19sChIJ8bqr7XFOqEcRe0ukwka5r80?authuser=0&hl=en&rclk=1
Berlin-108,Felmo Mobiler Tierarzt Berlin,Berlin,Berlin,"Alt-Moabit 73/73a, 10555 Berlin",52.524102,13.332714,0800 0010347,,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/felmo+Mobiler+Tierarzt+Berlin/data=!4m7!3m6!1s0x47a851daf8337149:0x6726eb1d6104038b!8m2!3d52.524102!4d13.332714!16s%2Fg%2F11hds6bxzr!19sChIJSXEz-NpRqEcRiwMEYR3rJmc?authuser=0&hl=en&rclk=1
Berlin-109,Tierarztpraxis Rödiger - Das Veterinärmedizinische Zentrum Berlin - 24h geöffnet,Berlin,Berlin,"Scharnweberstraße 136, 13405 Berlin",52.564316,13.326238,030 4127357,,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/Tierarztpraxis+R%C3%B6diger+-+Das+Veterin%C3%A4rmedizinische+Zentrum+Berlin+-+24h+ge%C3%B6ffnet/data=!4m7!3m6!1s0x47a853ef387aaf1f:0xdb64322c775ad6a9!8m2!3d52.564316!4d13.326238!16s%2Fg%2F1tj56td9!19sChIJH696OO9TqEcRqdZadywyZNs?authuser=0&hl=en&rclk=1
Berlin-110,Dr. Ulusal veterinarian,Berlin,Berlin,"Prinzenallee 72-73, 13357 Berlin",52.5554661,13.3836295,030 4936060,http://www.tierarzt-in-wedding.de/,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/Dr.+Ulusal+veterinarian/data=!4m7!3m6!1s0x416521a502f61045:0xf80f1d3a889bfb9e!8m2!3d52.5554661!4d13.3836295!16s%2Fg%2F12lvkr1tc!19sChIJRRD2AqUhZUERnvubiDodD_g?authuser=0&hl=en&rclk=1
Berlin-111,Veterinary clinic for cats - vets for cats Berlin,Berlin,Berlin,"Bayerischer Pl. 2, 10779 Berlin",52.4897329,13.3391583,030 34398877,https://www.vetsforcats.de/,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/Veterinary+clinic+for+cats+-+vets+for+cats+Berlin/data=!4m7!3m6!1s0x47a8505c14dd0365:0x6592bbfb53015b3e!8m2!3d52.4897329!4d13.3391583!16s%2Fg%2F1ptvqbly0!19sChIJZQPdFFxQqEcRPlsBU_u7kmU?authuser=0&hl=en&rclk=1
Berlin-112,Veterinary clinic for small animals and pets,Berlin,Berlin,"Alt-Biesdorf 22, 12683 Berlin",52.5087827,13.5557674,030 5143760,https://www.tierklinik-in-biesdorf.de/,Verified,2025-12-25,"Confirmed via Google Review: ""was kind, calm and they spoke""",,https://www.google.com/maps/place/Veterinary+clinic+for+small+animals+and+pets/data=!4m7!3m6!1s0x47a84941fd712d3b:0x565c966c172f20cd!8m2!3d52.5087827!4d13.5557674!16s%2Fg%2F1td57n5r!19sChIJOy1x_UFJqEcRzSAvF2yWXFY?authuser=0&hl=en&rclk=1
Berlin-113,Rex Tierarztpraxis Berlin-Prenzlauer Berg,Berlin,Berlin,"Greifswalder Str. 204, 10405 Berlin",52.5334687,13.4293548,030 91733620,https://www.rex.app/praxen/berlin-prenzlauer-berg,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/Rex+Tierarztpraxis+Berlin-Prenzlauer+Berg/data=!4m7!3m6!1s0x47a84fddfeb06ccf:0xfce256665a5b5802!8m2!3d52.5334687!4d13.4293548!16s%2Fg%2F11vyxr1h3w!19sChIJz2yw_t1PqEcRAlhbWmZW4vw?authuser=0&hl=en&rclk=1
Berlin-114,Felmo Mobiler Tierarzt Berlin,Berlin,Berlin,"Alt-Moabit 73/73a, 10555 Berlin",52.5241016,13.3327137,030 31196542,https://felmo.de/tierarzt/berlin/?utm_medium=referral&utm_source=google_my_business&utm_term=berlin,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/felmo+Mobiler+Tierarzt+Berlin/data=!4m7!3m6!1s0x47a851daf8337149:0x6726eb1d6104038b!8m2!3d52.524102!4d13.332714!16s%2Fg%2F11hds6bxzr!19sChIJSXEz-NpRqEcRiwMEYR3rJmc?authuser=0&hl=en&rclk=1
Berlin-115,Dr.med.vet. Claudia Pastor Tierärztin,Berlin,Berlin,"Brüsseler Str. 52A, 13353 Berlin",52.54868,13.3531601,030 4539080,http://www.tierarztpraxis-pastor.de/,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/Dr.med.vet.+Claudia+Pastor+Tier%C3%A4rztin/data=!4m7!3m6!1s0x47a8517e21566743:0x114581b9a63794aa!8m2!3d52.54868!4d13.3531601!16s%2Fg%2F1tv235bz!19sChIJQ2dWIX5RqEcRqpQ3prmBRRE?authuser=0&hl=en&rclk=1
Berlin-116,Dr. med. vet. Claudia Handke,Berlin,Berlin,"Danziger Str. 15, 10435 Berlin",52.5407316,13.4157091,030 4421760,http://www.tierarztpraxis-prenzlauerberg.de/,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/Dr.+med.+vet.+Claudia+Handke/data=!4m7!3m6!1s0x47a851ffe8bf593f:0x91d6e1cf0d7f4c94!8m2!3d52.5407316!4d13.4157091!16s%2Fg%2F1tfw21mc!19sChIJP1m_6P9RqEcRlEx_Dc_h1pE?authuser=0&hl=en&rclk=1
Berlin-118,Kleintierpraxis im Kiez - TA Jörg Saecker,Berlin,Berlin,"Pohlstraße 69, 10785 Berlin",52.5008191,13.3628081,0163 6746922,http://www.kieztierarzt.de/,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/Kleintierpraxis+im+Kiez+-+TA+J%C3%B6rg+Saecker/data=!4m7!3m6!1s0x47a8504a492c46a7:0x39b2ed0c13067f81!8m2!3d52.5008191!4d13.3628081!16s%2Fg%2F1tdq9m52!19sChIJp0YsSUpQqEcRgX8GEwztsjk?authuser=0&hl=en&rclk=1
Berlin-119,Veterinary practice Friedrichshain Sabine Heidel,Berlin,Berlin,"Auerstraße 44, 10249 Berlin",52.5209184,13.4462681,030 78083485,http://www.tierarztpraxis-friedrichshain.de/,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/Veterinary+practice+Friedrichshain+Sabine+Heidel/data=!4m7!3m6!1s0x47a84e695cc6d7f1:0x3283c49cdeb81b59!8m2!3d52.5209184!4d13.4462681!16s%2Fg%2F11c6f0l69_!19sChIJ8dfGXGlOqEcRWRu43pzEgzI?authuser=0&hl=en&rclk=1
Berlin-120,Tierarztpraxis Dr. Peter Vogel,Berlin,Berlin,"Finowstraße 14, 10247 Berlin",52.5114026,13.4666047,030 29776835,http://www.drpetervogel.de/,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/Tierarztpraxis+Dr.+Peter+Vogel/data=!4m7!3m6!1s0x47a84e5e02696dbf:0x3d814eedbcad95ff!8m2!3d52.5114026!4d13.4666047!16s%2Fg%2F1tvt9ckb!19sChIJv21pAl5OqEcR_5WtvO1OgT0?authuser=0&hl=en&rclk=1
Berlin-121,Veterinary practice E. Laskawy,Berlin,Berlin,"Bänschstraße 58, 10247 Berlin",52.5176605,13.4663371,030 4267684,http://www.laskawy-berlin.de/,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/Veterinary+practice+E.+Laskawy/data=!4m7!3m6!1s0x47a84e61d0077367:0x5bd567a75ef25002!8m2!3d52.5176605!4d13.4663371!16s%2Fg%2F1tffncfm!19sChIJZ3MH0GFOqEcRAlDyXqdn1Vs?authuser=0&hl=en&rclk=1
Berlin-122,Rex Tierarztpraxis Berlin-Friedrichshain,Berlin,Berlin,"Revaler Str. 17, 10245 Berlin",52.5072059,13.4575494,030 91734338,https://www.rex.app/praxen/rex-berlin-friedrichshain,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/Rex+Tierarztpraxis+Berlin-Friedrichshain/data=!4m7!3m6!1s0x47a84f9be0f199a1:0x1bc2f105df77e470!8m2!3d52.5072059!4d13.4575494!16s%2Fg%2F11vhg12w0x!19sChIJoZnx4JtPqEcRcOR33wXxwhs?authuser=0&hl=en&rclk=1
Berlin-123,Tierarztpraxis Rotgang,Berlin,Berlin,"Greifswalder Str: 21, 10405 Berlin",52.5310183,13.4278352,030 4254696,https://www.tierarztpraxis-rotgang.de/,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/Tierarztpraxis+Rotgang/data=!4m7!3m6!1s0x47a84f8d95729e73:0x6bb27b6cd086cd71!8m2!3d52.5310183!4d13.4278352!16s%2Fg%2F11qr9m8bs3!19sChIJc55ylY1PqEcRcc2G0Gx7sms?authuser=0&hl=en&rclk=1
Berlin-124,Tierarztpraxis Oldenburger Straße,Berlin,Berlin,"Oldenburger Str. 44, 10551 Berlin",52.5289304,13.3357299,030 3951555,http://www.tierarztpraxis-oldenburger-strasse.de/,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/Tierarztpraxis+Oldenburger+Stra%C3%9Fe/data=!4m7!3m6!1s0x47a8510d369c5953:0xebafa45584e9073b!8m2!3d52.5289304!4d13.3357299!16s%2Fg%2F11c6_bkhly!19sChIJU1mcNg1RqEcROwfphFWkr-s?authuser=0&hl=en&rclk=1
Berlin-125,Tierarztpraxis am Südkreuz,Berlin,Berlin,"Gustav-Müller-Straße 19, 10829 Berlin",52.4808667,13.3621523,030 96083860,http://www.tierarztpraxis-am-suedkreuz.de/,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/Tierarztpraxis+am+S%C3%BCdkreuz/data=!4m7!3m6!1s0x47a85015c7a92a8b:0x82877ba7d1db3449!8m2!3d52.4808667!4d13.3621523!16s%2Fg%2F1ts1r7x_!19sChIJiyqpxxVQqEcRSTTb0ad7h4I?authuser=0&hl=en&rclk=1
Berlin-126,DER TIERARZT Dr. Theobald in Schöneberg,Berlin,Berlin,"Eisenacher Str. 40, 10781 Berlin",52.4898995,13.3487913,030 2111779,https://tierarztschoeneberg.de/,Verified,2025-12-25,Verified by Community,,https://www.google.com/maps/place/DER+TIERARZT+Dr.+Theobald+in+Sch%C3%B6neberg/data=!4m7!3m6!1s0x47a850448045a28d:0x97ce7237bb30acd9!8m2!3d52.4898995!4d13.3487913!16s%2Fg%2F1tfrfs_1!19sChIJjaJFgERQqEcR2awwuzdyzpc?authuser=0&hl=en&rclk=1
Hamburg-95,Die Hamburger Tierärzte - Dr. med. vet. Ulf Krohn und Florian Grosser - Praxis für kleine Haustiere,Hamburg,Hohenfelde,"Lübecker Str. 128 U-Bahn Wartenau U 1, 22087 Hamburg",53.5635992,10.0345325,040 2202331,http://www.dht.hamburg/,Verified,2025-12-25,"Confirmed via Google Review: ""speak English and even Portuguese.""",,https://www.google.com/maps/place/Die+Hamburger+Tier%C3%A4rzte+-+Dr.+med.+vet.+Ulf+Krohn+und+Florian+Grosser+-+Praxis+f%C3%BCr+kleine+Haustiere/data=!4m7!3m6!1s0x47b18ec55536f43b:0x1a18fb8effcafde3!8m2!3d53.5635992!4d10.0345325!16s%2Fg%2F1th0lz0k!19sChIJO_Q2VcWOsUcR4_3K_477GBo?authuser=0&hl=en&rclk=1
Hamburg-96,Kleintierzentrum Kotzian,Hamburg,Alsterdorf,"Alsterdorfer Str. 255A, 22297 Hamburg",53.6082228,10.0052354,040 5110707,http://www.tierklinik-kotzian.de/,Verified,2025-12-25,Verified English Support,,https://www.google.com/maps/place/Kleintierzentrum+Kotzian/data=!4m7!3m6!1s0x47b188e5f500c741:0x3151dc970f32ca0!8m2!3d53.6082228!4d10.0052354!16s%2Fg%2F11g8162s7n!19sChIJQccA9eWIsUcRoCzzcMkdFQM?authuser=0&hl=en&rclk=1
Hamburg-97,Tierklinik Fuhlsbüttel,Hamburg,Fuhlsbüttel,"Farnstraße 41, 22335 Hamburg",53.6327356,10.0210687,040 592859,https://www.tierarztfuhlsbuettel.de/,Verified,2025-12-25,Verified English Support,,https://www.google.com/maps/place/Tierklinik+Fuhlsb%C3%BCttel/data=!4m7!3m6!1s0x47b1884e1ebf891b:0x8d23676c513fb96c!8m2!3d53.6327356!4d10.0210687!16s%2Fg%2F11fmz268z2!19sChIJG4m_Hk6IsUcRbLk_UWxnI40?authuser=0&hl=en&rclk=1
Hamburg-98,AniCura Hamburg Niendorf GmbH,Hamburg,Niendorf,"Garstedter Weg 274, 22455 Hamburg",53.6387008,9.9699341,040 55204088,https://www.anicura.de/standorte/hamburg-niendorf/,Verified,2025-12-25,"Confirmed via Google Review: ""English and were very helpful""",,https://www.google.com/maps/place/AniCura+Hamburg+Niendorf+GmbH/data=!4m7!3m6!1s0x47b187d708080557:0x94d116b949621e6!8m2!3d53.6387008!4d9.9699341!16s%2Fg%2F1tj44zdj!19sChIJVwUICNeHsUcR5iGWlGsRTQk?authuser=0&hl=en&rclk=1
Hamburg-99,Dr.med.vet. Bergit Grünau,Hamburg,Winterhude,"Dorotheenstraße 63, 22301 Hamburg",53.5836,10.0071901,040 482844,,Verified,2025-12-25,"Confirmed via Google Review: ""English is a bonus""",,https://www.google.com/maps/place/Dr.med.vet.+Bergit+Gr%C3%BCnau/data=!4m7!3m6!1s0x4163bb44032df797:0x4350be5527879692!8m2!3d53.5836!4d10.0071901!16s%2Fg%2F1tdwc_c5!19sChIJl_ctA0S7Y0ERkpaHJ1W-UEM?authuser=0&hl=en&rclk=1
Hamburg-100,Veterinarian Dr. Eva Tutlies,Hamburg,Billstedt,"Schiffbeker Weg 46, 22119 Hamburg",53.5444343,10.1047443,040 7313231,http://www.kleintierpraxis-tutlies.de/,Verified,2025-12-25,"Confirmed via Google Review: ""English was very good which I really appreciated and good value.""",,https://www.google.com/maps/place/Veterinarian+Dr.+Eva+Tutlies/data=!4m7!3m6!1s0x47b18c5cbe959d51:0xf8ccb18bf1a99393!8m2!3d53.5444343!4d10.1047443!16s%2Fg%2F1vxcvgkk!19sChIJUZ2VvlyMsUcRk5Op8YuxzPg?authuser=0&hl=en&rclk=1
Hamburg-101,ProPferd Hamburg Pferdeosteopathie & mobiler Reitunterricht,Hamburg,Unknown,"Dorfstraße 6, 25451 Quickborn",53.5488282,9.987170299999999,0174 4929182,http://www.propferdhamburg.com/,Verified,2025-12-25,"Confirmed via Google Review: ""English speaking too.""",,https://www.google.com/maps/place/ProPferd+Hamburg+Pferdeosteopathie+%26+mobiler+Reitunterricht/data=!4m7!3m6!1s0x47b221d25b30a6ad:0x1a28ddd2d52cdb24!8m2!3d51.175807!4d10.4541194!16s%2Fg%2F11h4_f7hsh!19sChIJraYwW9IhskcRJNss1dLdKBo?authuser=0&hl=en&rclk=1
Frankfurt-69,Veterinary Medical Center Europe,Frankfurt,Unknown,Frankfurt am Main,50.1109221,8.6821267,06371 94641900,https://www.google.com/maps/place/Veterinary+Medical+Center+Europe/data=!4m7!3m6!1s0x4796732974646ce7:0xb433a9c9a364d97e!8m2!3d49.4295152!4d7.6861462!16s%2Fg%2F11c208rp4z!19sChIJ52xkdClzlkcRftlko8mpM7Q?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""Great service, friendly helpful""; Confirmed via Google Review: ""English speaking lady""",,https://www.google.com/maps/place/Veterinary+Medical+Center+Europe/data=!4m7!3m6!1s0x4796732974646ce7:0xb433a9c9a364d97e!8m2!3d49.4295152!4d7.6861462!16s%2Fg%2F11c208rp4z!19sChIJ52xkdClzlkcRftlko8mpM7Q?authuser=0&hl=en&rclk=1
Frankfurt-71,Tierarztpraxis Andres De Lima,Frankfurt,Unknown,Frankfurt am Main,50.1109221,8.6821267,06371 9188440,https://www.google.com/maps/place/Tierarztpraxis+Andres+De+Lima/data=!4m7!3m6!1s0x4796751aeabed1e5:0x9af5d33d4d1da710!8m2!3d49.4081967!4d7.5827648!16s%2Fg%2F11g0dsyzwr!19sChIJ5dG-6hp1lkcREKcdTT3T9Zo?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""spoke perfect""",,https://www.google.com/maps/place/Tierarztpraxis+Andres+De+Lima/data=!4m7!3m6!1s0x4796751aeabed1e5:0x9af5d33d4d1da710!8m2!3d49.4081967!4d7.5827648!16s%2Fg%2F11g0dsyzwr!19sChIJ5dG-6hp1lkcREKcdTT3T9Zo?authuser=0&hl=en&rclk=1
Frankfurt-73,Animal Hospital Hofheim GbR,Hofheim,Unknown,"Katharina-Kemmler-Straße 7, 65719 Hofheim am Taunus",50.0896786,8.4623423,06192 290290,https://www.google.com/maps/place/Animal+Hospital+Hofheim+GbR/data=!4m7!3m6!1s0x47bda1624f17d315:0xf80a023b02607a8f!8m2!3d50.0896786!4d8.4623423!16s%2Fg%2F1tlc_94t!19sChIJFdMXT2KhvUcRj3pgAjsCCvg?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""and take all forms of payment.""; Confirmed via Google Review: ""English speaking and take all forms of payment.""",,
