name,address,city_hint,phone,website,rating,reviews,google_maps,source_file
Kleintierklinik der LMU München,Veterinärstraße 13 80539 München,Munich,089 21802650,https://www.med.vetmed.uni-muenchen.de/index.html,,,https://www.google.com/maps/place/Kleintierklinik+der+LMU+M%C3%BCnchen/data=!4m7!3m6!1s0x479e7594609b695d:0x9270c591662cceb8!8m2!3d48.1525839!4d11.5877163!16s%2Fg%2F11b6d1lr68!19sChIJXWmbYJR1nkcRuM4sZpHFcJI?authuser=0&hl=en&rclk=1,Munich 2.csv
Kleintierpraxis | Dr. Jutta Herrle | München,Hertwigstraße 7 80999 München,Munich,089 8144800,https://tierarzt-allach.de/,,,https://www.google.com/maps/place/Kleintierpraxis+%7C+Dr.+Jutta+Herrle+%7C+M%C3%BCnchen/data=!4m7!3m6!1s0x479e778c6ea8d8af:0xde3385dac060326e!8m2!3d48.188543!4d11.473456!16s%2Fg%2F1tdxzwvc!19sChIJr9iobox3nkcRbjJgwNqFM94?authuser=0&hl=en&rclk=1,Munich 2.csv
Mobile Tierarztpraxis Isabel Vinh,Admiralbogen 11 80939 München,Munich,0177 6322789,http://www.nis-behandlung-fuer-tiere.de/,,,https://www.google.com/maps/place/Mobile+Tierarztpraxis+Isabel+Vinh/data=!4m7!3m6!1s0x479e7475d92b6e97:0x330b86af85e0de8d!8m2!3d48.2088045!4d11.6108432!16s%2Fg%2F1q62bc_4n!19sChIJl24r2XV0nkcRjd7gha-GCzM?authuser=0&hl=en&rclk=1,Munich 2.csv
Münch Michael,"Links neben Lotto - Laden, Aubinger Str. 2a 81243 München",Munich,089 89866600,,,,https://www.google.com/maps/place/M%C3%BCnch+Michael/data=!4m7!3m6!1s0x479dd78f4112f015:0x3265f1e31b33f2e1!8m2!3d48.1303168!4d11.4317103!16s%2Fg%2F1xn_mcmx!19sChIJFfASQY_XnUcR4fIzG-PxZTI?authuser=0&hl=en&rclk=1,Munich 2.csv
Naturheilpraxis für Tiere am Gasteig Kimberly Ann Grobholz Tierheilpraktiker,Innere Wiener Straße 6 81667 München,Munich,089 44439510,,,,https://www.google.com/maps/place/Naturheilpraxis+f%C3%BCr+Tiere+am+Gasteig+Kimberly+Ann+Grobholz+Tierheilpraktiker/data=!4m7!3m6!1s0x479e7589b2648421:0xbd5501620ff56fd0!8m2!3d48.132767!4d11.591688!16s%2Fg%2F1tdyvbph!19sChIJIYRksol1nkcR0G_1D2IBVb0?authuser=0&hl=en&rclk=1,Munich 2.csv
Neuwirt Elvira Dr. med. vet.,Leopoldstraße 219 80807 München,Munich,089 3597998,,,,https://www.google.com/maps/place/Neuwirt+Elvira+Dr.+med.+vet./data=!4m7!3m6!1s0x479e7433fd4db1e5:0x49ad1080417a9ba0!8m2!3d48.1789886!4d11.5847836!16s%2Fg%2F1vxw77q0!19sChIJ5bFN_TN0nkcRoJt6QYAQrUk?authuser=0&hl=en&rclk=1,Munich 2.csv
Siegfried Graf,Kardinal-Wendel-Straße 13 81679 München,Munich,089 99236916,http://www.tierarztpraxis-dr-graf.com/,,,https://www.google.com/maps/place/Siegfried+Graf/data=!4m7!3m6!1s0x479e7529d22d8563:0x2814ff2d618d0ac2!8m2!3d48.1661888!4d11.6565632!16s%2Fg%2F1tj7vcgx!19sChIJY4Ut0il1nkcRwgqNYS3_FCg?authuser=0&hl=en&rclk=1,Munich 2.csv
Tierarzt Dipl. Vet. Med. Michael Umanski | Tierarztpraxis in München,Anzinger Str. 10 81671 München,Munich,089 496792,http://www.tierarzt-umanski.de/,,,https://www.google.com/maps/place/Tierarzt+Dipl.+Vet.+Med.+Michael+Umanski+%7C+Tierarztpraxis+in+M%C3%BCnchen/data=!4m7!3m6!1s0x479ddf5bf8dd6a53:0x693d39549fb85705!8m2!3d48.120739!4d11.6080071!16s%2Fg%2F11h01xpcvk!19sChIJU2rd-FvfnUcRBVe4n1Q5PWk?authuser=0&hl=en&rclk=1,Munich 2.csv
"Tierarzt München, Dr. med. vet. Klaus Sommer",Heiglhofstraße 1a 81377 München,Munich,089 71049070,http://www.tierarzt-sommer.de/,,,"https://www.google.com/maps/place/Tierarzt+M%C3%BCnchen,+Dr.+med.+vet.+Klaus+Sommer/data=!4m7!3m6!1s0x479dd85a05738c23:0x35476834f7433155!8m2!3d48.1147867!4d11.479284!16s%2Fg%2F1wnbw_bt!19sChIJI4xzBVrYnUcRVTFD9zRoRzU?authuser=0&hl=en&rclk=1",Munich 2.csv
Tierarztpraxis Bogenhausen Isabelle Heiss,Friedrich-Eckart-Straße 56 - 58 81929 München,Munich,089 95006877,http://www.tierarztpraxis-bogenhausen.de/,,,https://www.google.com/maps/place/Tierarztpraxis+Bogenhausen+Isabelle+Heiss/data=!4m7!3m6!1s0x479e75412bee87b7:0x7d89d2882cfdc5d1!8m2!3d48.1457307!4d11.6402498!16s%2Fg%2F1trxj80n!19sChIJt4fuK0F1nkcR0cX9LIjSiX0?authuser=0&hl=en&rclk=1,Munich 2.csv
Tierarztpraxis Christian Kießling,Donnersbergerstraße 17 80634 München,Munich,089 45474505,https://www.tierarzt-rotkreuzplatz.de/,,,https://www.google.com/maps/place/Tierarztpraxis+Christian+Kie%C3%9Fling/data=!4m7!3m6!1s0x479e76174876ae11:0x96291af46fafb2ab!8m2!3d48.1501941!4d11.5333623!16s%2Fg%2F1ts3dm96!19sChIJEa52SBd2nkcRq7Kvb_QaKZY?authuser=0&hl=en&rclk=1,Munich 2.csv
Tierarztpraxis Dr. Dr. Weeger,Wilhelm-Dieß-Weg 2 81673 München,Munich,089 931213,https://www.tierarztpraxis-dr-dr-weeger.de/,,,https://www.google.com/maps/place/Tierarztpraxis+Dr.+Dr.+Weeger/data=!4m7!3m6!1s0x479e75f5088db94f:0xed8e3ba05405d6e6!8m2!3d48.1554087!4d11.6371447!16s%2Fg%2F11jsm5slq4!19sChIJT7mNCPV1nkcR5tYFVKA7ju0?authuser=0&hl=en&rclk=1,Munich 2.csv
Tierarztpraxis Michaela Gußmann,Berberitzenstraße 54 80935 München,Munich,089 3517475,http://tierarzt-gussmann.de/index.html,,,https://www.google.com/maps/place/Tierarztpraxis+Michaela+Gu%C3%9Fmann/data=!4m7!3m6!1s0x479e76c1d8e4e3f9:0x63c8bf66c9b6e70a!8m2!3d48.1985215!4d11.5430341!16s%2Fg%2F1tcxytky!19sChIJ-ePk2MF2nkcRCue2yWa_yGM?authuser=0&hl=en&rclk=1,Munich 2.csv
Tierarztpraxis Tiergesundheitszentrum München,15 Birkenleiten 81543 München,Munich,089 68008383,https://www.google.com/aclk?sa=L&ai=DChsSEwjXhaiXx9yRAxWDr4MHHYrJAbsYACICCAEQAxoCZWY&co=1&ase=2&gclid=Cj0KCQiAgbnKBhDgARIsAGCDdlf1xuruPU1QqDO6lpg52pEY3I_N8tUtYYiLWxO2XpZPHIH8H3KpQykaAjVGEALw_wcB&cce=2&category=acrcp_v1_32&sig=AOD64_287CIncD8DPi0xN22ETL87CSBlSw&adurl&q&ctype=99&nis=6,,,https://www.google.com/maps/place/Tierarztpraxis+Tiergesundheitszentrum+M%C3%BCnchen/data=!4m7!3m6!1s0x479ddf114d696a7d:0x90d1520b043cdae4!8m2!3d48.109422!4d11.570112!16s%2Fg%2F12q4scd5g!19sChIJfWppTRHfnUcR5No8BAtS0ZA?authuser=0&hl=en&rclk=1,Munich 2.csv
Tierärztliche Gemeinschaftspraxis Dr. F. Fiederling und Dr. T. Ludwig,Josef-Retzer-Straße 44 81241 München,Munich,089 82088787,https://www.pasinger-tierarztpraxis.de/,,,https://www.google.com/maps/place/Tier%C3%A4rztliche+Gemeinschaftspraxis+Dr.+F.+Fiederling+und+Dr.+T.+Ludwig/data=!4m7!3m6!1s0x479dd927cc8cd0c9:0x6126b3cecd0cb1a5!8m2!3d48.1445199!4d11.4605096!16s%2Fg%2F11j7z4j1dt!19sChIJydCMzCfZnUcRpbEMzc6zJmE?authuser=0&hl=en&rclk=1,Munich 2.csv
Tierärztliches Augenzentrum München – Dr. Jens Fritsche & Kollegen,Kreuzhofstraße 10 81373 München,Munich,089 159094400,http://www.tier-augenarzt.de/,,,https://www.google.com/maps/place/Tier%C3%A4rztliches+Augenzentrum+M%C3%BCnchen+%E2%80%93+Dr.+Jens+Fritsche+%26+Kollegen/data=!4m7!3m6!1s0x479dd91e12bd3bb7:0xb3f7b87093d99bd0!8m2!3d48.1004575!4d11.5009318!16s%2Fg%2F1vg6sqph!19sChIJtzu9Eh7ZnUcR0JvZk3C497M?authuser=0&hl=en&rclk=1,Munich 2.csv
Veterinary practice Dr.med.vet. Steffen Hoffmann,Floriansmühlstraße 19 80939 München,Munich,089 32211460,http://www.tierarzt-dr-hoffmann.de/,,,https://www.google.com/maps/place/Veterinary+practice+Dr.med.vet.+Steffen+Hoffmann/data=!4m7!3m6!1s0x479e74605fc1b399:0x7be0fc61cfe750cb!8m2!3d48.1918328!4d11.6206822!16s%2Fg%2F1th7lw_x!19sChIJmbPBX2B0nkcRy1Dnz2H84Hs?authuser=0&hl=en&rclk=1,Munich 2.csv
Veterinary practice in Franziskanerhof Dr. Christina Sacher,Franziskanerstraße 16 81669 München,Munich,089 69334083,http://www.tierarztpraxis-im-franziskanerhof.de/,,,https://www.google.com/maps/place/Veterinary+practice+in+Franziskanerhof+Dr.+Christina+Sacher/data=!4m7!3m6!1s0x479ddf7912c42979:0xe2bf57205bf7ef2f!8m2!3d48.126526!4d11.59104!16s%2Fg%2F11cffwr1v!19sChIJeSnEEnnfnUcRL-_3WyBXv-I?authuser=0&hl=en&rclk=1,Munich 2.csv
Veterinäramt I Kreisverwaltungsreferat (KVR),Thalkirchner Str. 106 80337 München,Munich,089 23339613,http://www.muenchen.de/dienstleistungsfinder/muenchen/1080981,,,https://www.google.com/maps/place/Veterin%C3%A4ramt+I+Kreisverwaltungsreferat+%28KVR%29/data=!4m7!3m6!1s0x479ddf4451300001:0x2c327b7346db6b5b!8m2!3d48.1233482!4d11.5599321!16s%2Fg%2F11f3_x6sjf!19sChIJAQAwUUTfnUcRW2vbRnN7Miw?authuser=0&hl=en&rclk=1,Munich 2.csv
aktion tier Tierrettung München e.V.,Herzogstraße 127 80796 München,Munich,0180 5 843773,http://www.tierrettungmuenchen.de/,,,https://www.google.com/maps/place/aktion+tier+Tierrettung+M%C3%BCnchen+e.V./data=!4m7!3m6!1s0x479e75dad493aa7d:0xee0d0d98f6d27011!8m2!3d48.1633258!4d11.564728!16s%2Fg%2F1tk1y0q4!19sChIJfaqT1Np1nkcREXDS9pgNDe4?authuser=0&hl=en&rclk=1,Munich 2.csv
Bollwein Alois Veterinarian,Von-Soden-Straße 20,Nuremberg,0911 835844,http://www.tierarzt-bollwein.de/,,,https://www.google.com/maps/place/Bollwein+Alois+Veterinarian/data=!4m7!3m6!1s0x479f596f53e31b69:0xb75b36b3e34a1b7d!8m2!3d49.4064357!4d11.1733156!16s%2Fg%2F1td41h96!19sChIJaRvjU29Zn0cRfRtK47M2W7c?authuser=0&hl=en&rclk=1,Nuremberg.csv
Dr. med. Vet. Ursula Leyer,Laufamholzstraße 1,Nuremberg,0911 547131,http://www.tierarztpraxismoegeldorf.de/,,,https://www.google.com/maps/place/Dr.+med.+Vet.+Ursula+Leyer/data=!4m7!3m6!1s0x479f582281078d17:0x646ffb75af144578!8m2!3d49.4615859!4d11.1316614!16s%2Fg%2F1tdj364n!19sChIJF40HgSJYn0cReEUUr3X7b2Q?authuser=0&hl=en&rclk=1,Nuremberg.csv
Drs. Med. Vet. Ingo Hoffmann and Johannes Thal,Donaustraße 31,Nuremberg,0911 4705792,http://www.tier-auge.de/,,,https://www.google.com/maps/place/Drs.+Med.+Vet.+Ingo+Hoffmann+and+Johannes+Thal/data=!4m7!3m6!1s0x479f598afc9ed7c5:0xf052977b7dbf2fed!8m2!3d49.4096619!4d11.0648907!16s%2Fg%2F1tkp3zwk!19sChIJxdee_IpZn0cR7S-_fXuXUvA?authuser=0&hl=en&rclk=1,Nuremberg.csv
Medivet Nürnberg,Konstanzenstraße 90,Nuremberg,0911 96583888,https://www.medivetgroup.com/de-de/tierarzt/nuernberg/,,,https://www.google.com/maps/place/Medivet+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f56ee55ca604d:0xfa77e9779f2a6115!8m2!3d49.435292!4d11.0402869!16s%2Fg%2F1hhgwgmnm!19sChIJTWDKVe5Wn0cRFWEqn3fpd_o?authuser=0&hl=en&rclk=1,Nuremberg.csv
Rudolf Marczinke,Vogtsbergstraße 44,Nuremberg,0911 6324860,,,,https://www.google.com/maps/place/Rudolf+Marczinke/data=!4m7!3m6!1s0x479f50f09c212c97:0x6aba2af3c7737fdb!8m2!3d49.3736959!4d11.0459938!16s%2Fg%2F1td4j391!19sChIJlywhnPBQn0cR239zx_Mqumo?authuser=0&hl=en&rclk=1,Nuremberg.csv
Specialist veterinary practice Janka Dietz,Erlenstegenstraße 7,Nuremberg,0911 59751116,http://www.dietz.vet/,,,https://www.google.com/maps/place/Specialist+veterinary+practice+Janka+Dietz/data=!4m7!3m6!1s0x479f581dd73a79e9:0x5f08210b9d5aed0b!8m2!3d49.4674888!4d11.1262131!16s%2Fg%2F11dxf14y56!19sChIJ6Xk61x1Yn0cRC-1anQshCF8?authuser=0&hl=en&rclk=1,Nuremberg.csv
TierStadt GmbH,Valentin-Dretzel-Straße 13,Nuremberg,0911 38423601,https://tierstadt.de/,,,https://www.google.com/maps/place/TierStadt+GmbH/data=!4m7!3m6!1s0x479f57efcbe88c45:0xf8e26edfadf33dbd!8m2!3d49.4060684!4d11.0864262!16s%2Fg%2F11js5w5dv4!19sChIJRYzoy-9Xn0cRvT3zrd9u4vg?authuser=0&hl=en&rclk=1,Nuremberg.csv
Tierarzt Jacek Krol,,Nuremberg,0911 493600,,,,https://www.google.com/maps/place/Tierarzt+Jacek+Krol/data=!4m7!3m6!1s0x479f5778fd12534f:0x8b24ce9648f2f6d5!8m2!3d49.4402847!4d11.1036701!16s%2Fg%2F1tr7btcw!19sChIJT1MS_XhXn0cR1fbySJbOJIs?authuser=0&hl=en&rclk=1,Nuremberg.csv
Tierarzt Praxis Probst,Lübener Str. 6,Nuremberg,0911 9880428,http://www.tierarzt-probst.de/,,,https://www.google.com/maps/place/Tierarzt+Praxis+Probst/data=!4m7!3m6!1s0x479f598a14d99923:0x244a8c0c7ee41e08!8m2!3d49.411773!4d11.140568!16s%2Fg%2F11h61m22rr!19sChIJI5nZFIpZn0cRCB7kfgyMSiQ?authuser=0&hl=en&rclk=1,Nuremberg.csv
Tierarztpraxis Dr. Erdmute Lipper,Frankenstraße 119,Nuremberg,0911 440530,https://www.dr-erdmute-lipper.de/,,,https://www.google.com/maps/place/Tierarztpraxis+Dr.+Erdmute+Lipper/data=!4m7!3m6!1s0x479f576b5f103cad:0x6a3a055fe35d4857!8m2!3d49.430176!4d11.082946!16s%2Fg%2F1wbfzd9w!19sChIJrTwQX2tXn0cRV0hd418FOmo?authuser=0&hl=en&rclk=1,Nuremberg.csv
Tierarztpraxis Dr. Julia Probst,Lübener Str. 6,Nuremberg,0911 9880428,http://www.tierarzt-langwasser.de/,,,https://www.google.com/maps/place/Tierarztpraxis+Dr.+Julia+Probst/data=!4m7!3m6!1s0x479f598afc9ed7c5:0x9123bdec2652af06!8m2!3d49.4120043!4d11.1401632!16s%2Fg%2F1tx460ms!19sChIJxdee_IpZn0cRBq9SJuy9I5E?authuser=0&hl=en&rclk=1,Nuremberg.csv
"Tierarztpraxis Eibach, Dr. Holger Pickenhahn und Ute Karl",Eibacher Hauptstraße 141a,Nuremberg,0911 63293810,http://www.tierarztpraxis-eibach.de/,,,"https://www.google.com/maps/place/Tierarztpraxis+Eibach,+Dr.+Holger+Pickenhahn+und+Ute+Karl/data=!4m7!3m6!1s0x479f51ac77d20b77:0xe13a5fd7b4d4ee36!8m2!3d49.3954734!4d11.0388956!16s%2Fg%2F11fn9fbwzg!19sChIJdwvSd6xRn0cRNu7UtNdfOuE?authuser=0&hl=en&rclk=1",Nuremberg.csv
Tierklinik Am Stadtpark GmbH,Tellstraße 8,Nuremberg,0911 533008,http://www.nuernberger-tierklinik.de/,,,https://www.google.com/maps/place/Tierklinik+Am+Stadtpark+GmbH/data=!4m7!3m6!1s0x479f57c128604ce1:0x234fad087365aef!8m2!3d49.4684827!4d11.0904793!16s%2Fg%2F1tj3239c!19sChIJ4UxgKMFXn0cR71o2h9D6NAI?authuser=0&hl=en&rclk=1,Nuremberg.csv
Tierärzte MOBIL Nürnberg,5 Schedelstraße,Nuremberg,01575 1522666,https://www.google.com/aclk?sa=L&ai=DChsSEwipqNm-1dyRAxWtkYMHHbrnKVIYACICCAEQARoCZWY&co=1&ase=2&gclid=Cj0KCQiAgbnKBhDgARIsAGCDdlfTUexIJeJnwEu_uoQepANKUP1RO84Y0DzMYP30an0422PJsFnft2kaAmHHEALw_wcB&cce=2&category=acrcp_v1_32&sig=AOD64_08IQ5JMCcKG-LDAwOfoYQf3RvwNQ&adurl&q&ctype=99&nis=6,,,https://www.google.com/maps/place/Tier%C3%A4rzte+MOBIL+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f578101e0dd89:0xcaa29f792f6cba09!8m2!3d49.43971!4d11.122576!16s%2Fg%2F11c618s0wz!19sChIJid3gAYFXn0cRCbpsL3mfoso?authuser=0&hl=en&rclk=1,Nuremberg.csv
Tierärztliche Praxis Elena Waldhier,Hiltpoltsteiner Str. 59,Nuremberg,0911 522416,http://www.tierarzt-ziegelstein.de/,,,https://www.google.com/maps/place/Tier%C3%A4rztliche+Praxis+Elena+Waldhier/data=!4m7!3m6!1s0x47a1fd591fa61eb7:0xe652cfc5c9aff4a9!8m2!3d49.4866958!4d11.1126493!16s%2Fg%2F11c30_mvvf!19sChIJtx6mH1n9oUcRqfSvycXPUuY?authuser=0&hl=en&rclk=1,Nuremberg.csv
Tierärztliche Praxis für Augenheilkunde Dr. Kerstin Leuzinger,Schleifweg 24,Nuremberg,0911 48999922,http://www.vet-augen.de/,,,https://www.google.com/maps/place/Tier%C3%A4rztliche+Praxis+f%C3%BCr+Augenheilkunde+Dr.+Kerstin+Leuzinger/data=!4m7!3m6!1s0x479f57c8a62d7297:0x4ed4c427da9f7958!8m2!3d49.4706034!4d11.0838304!16s%2Fg%2F11g_xmmw7!19sChIJl3ItpshXn0cRWHmf2ifE1E4?authuser=0&hl=en&rclk=1,Nuremberg.csv
Veterinarians mobile Nuremberg,Schedelstraße 5,Nuremberg,01575 1522666,http://tieraerzte-mobil-nuernberg.de/,,,https://www.google.com/maps/place/Veterinarians+mobile+Nuremberg/data=!4m7!3m6!1s0x479f578101e0dd89:0xcaa29f792f6cba09!8m2!3d49.4397098!4d11.1225763!16s%2Fg%2F11c618s0wz!19sChIJid3gAYFXn0cRCbpsL3mfoso?authuser=0&hl=en&rclk=1,Nuremberg.csv
Veterinary clinic Nürnberg (Port),Wertachstraße 1,Nuremberg,0911 643110,http://www.tierklinik-nbg.de/,,,https://www.google.com/maps/place/Veterinary+clinic+N%C3%BCrnberg+%28Port%29/data=!4m7!3m6!1s0x479f572aef797b93:0xc47bc85b09f65f65!8m2!3d49.40957!4d11.04878!16s%2Fg%2F1th80yk3!19sChIJk3t57ypXn0cRZV_2CVvIe8Q?authuser=0&hl=en&rclk=1,Nuremberg.csv
Veterinary clinic at Nordring,Obermaierstraße 10,Nuremberg,0911 366513,http://www.xn--tierklinik-nrnberg-x6b.de/,,,https://www.google.com/maps/place/Veterinary+clinic+at+Nordring/data=!4m7!3m6!1s0x479f57cb0602022f:0x11c10ea70427ad6a!8m2!3d49.4704!4d11.07334!16s%2Fg%2F11btwrlxqk!19sChIJLwICBstXn0cRaq0nBKcOwRE?authuser=0&hl=en&rclk=1,Nuremberg.csv
Veterinary practice Istvan Varadi,Ulmenstraße 18,Nuremberg,0911 3150874,,,,https://www.google.com/maps/place/Veterinary+practice+Istvan+Varadi/data=!4m7!3m6!1s0x410c9e5c2ad65aa7:0x1b59c6968b12ad19!8m2!3d49.4288129!4d11.0684648!16s%2Fg%2F1v8kzlvf!19sChIJp1rWKlyeDEERGa0Si5bGWRs?authuser=0&hl=en&rclk=1,Nuremberg.csv
felmo Mobiler Tierarzt Nürnberg,23-25 Sprottauer Straße,Nuremberg,0800 0010347,https://www.google.com/aclk?sa=L&ai=DChsSEwipqNm-1dyRAxWtkYMHHbrnKVIYACICCAEQABoCZWY&co=1&ase=2&gclid=Cj0KCQiAgbnKBhDgARIsAGCDdlenB5tslQ4fl0aPosjWp51TV60zUQ7hZHXtVJ0lRX8flIMLLJjVTTYaAr4lEALw_wcB&cce=2&category=acrcp_v1_32&sig=AOD64_1YdKbJOFCqp5roulrjcQiy_Z9aLw&adurl&q&ctype=99&nis=6,,,https://www.google.com/maps/place/felmo+Mobiler+Tierarzt+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f5933d8c55003:0xbd9245cae683e295!8m2!3d49.416246!4d11.165095!16s%2Fg%2F11rn0qmxvk!19sChIJA1DF2DNZn0cRleKD5spFkr0?authuser=0&hl=en&rclk=1,Nuremberg.csv
felmo Mobiler Tierarzt Nürnberg,Sprottauer Str. 23-25,Nuremberg,0911 96643133,https://felmo.de/tierarzt/nuernberg/?utm_medium=referral&utm_source=google_my_business&utm_term=nuernberg,,,https://www.google.com/maps/place/felmo+Mobiler+Tierarzt+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f5933d8c55003:0xbd9245cae683e295!8m2!3d49.4162464!4d11.1650946!16s%2Fg%2F11rn0qmxvk!19sChIJA1DF2DNZn0cRleKD5spFkr0?authuser=0&hl=en&rclk=1,Nuremberg.csv
Alpakagesundheitsdienst,Tögelstraße 8,dresden,0351 2727047,,,,https://www.google.com/maps/place/Alpakagesundheitsdienst/data=!4m7!3m6!1s0x4709c701332c0001:0x559ed6ce424b5a6a!8m2!3d50.9876904!4d13.8049978!16s%2Fg%2F11v0c23zjw!19sChIJAQAsMwHHCUcRalpLQs7WnlU?authuser=0&hl=en&rclk=1,dresden.csv
Alpakas-Dresden,Schulstraße 23,dresden,0351 2691052,http://www.alpakas-dresden.de/?do=contact,,,https://www.google.com/maps/place/Alpakas-Dresden/data=!4m7!3m6!1s0x4709c80cad44926d:0xad4bd9932023c83f!8m2!3d51.03414!4d13.85086!16s%2Fg%2F11h64_chf9!19sChIJbZJErQzICUcRP8gjIJPZS60?authuser=0&hl=en&rclk=1,dresden.csv
Animal Hospital Dresden Heath,Fischhausstraße 5,dresden,0351 816050,https://avetia-dresden.de/,,,https://www.google.com/maps/place/Animal+Hospital+Dresden+Heath/data=!4m7!3m6!1s0x4709c8d1f928ad75:0x8bf9ac30f7a60f34!8m2!3d51.0682803!4d13.7861138!16s%2Fg%2F1vs1ql4g!19sChIJda0o-dHICUcRNA-m9zCs-Ys?authuser=0&hl=en&rclk=1,dresden.csv
Astrid Ehme Tierarztpraxis,Pillnitzer Landstraße 107,dresden,0351 2640474,https://tierarztpraxis-ehme-wachwitz.de/,,,https://www.google.com/maps/place/Astrid+Ehme+Tierarztpraxis/data=!4m7!3m6!1s0x4709c87d3d4a8669:0xeab803949576c4dd!8m2!3d51.0403369!4d13.82699!16s%2Fg%2F1tscmq53!19sChIJaYZKPX3ICUcR3cR2lZQDuOo?authuser=0&hl=en&rclk=1,dresden.csv
Diagnostikzentrum für Kleintiere - Terminsprechstunde,Semperstraße 3c,dresden,0351 4722898,https://www.tagesklinik-kleintiere.de/,,,https://www.google.com/maps/place/Diagnostikzentrum+f%C3%BCr+Kleintiere+-+Terminsprechstunde/data=!4m7!3m6!1s0x4709c5fa758e3183:0x11ce5fbed1e21d79!8m2!3d51.0329313!4d13.7456758!16s%2Fg%2F11bzypv4vw!19sChIJgzGOdfrFCUcReR3i0b5fzhE?authuser=0&hl=en&rclk=1,dresden.csv
"Dr. Bettina Stemmermann, Tierärztin",Fetscherstraße 26,dresden,0351 4598585,http://www.kleintierpraxis-stemmermann.de/,,,"https://www.google.com/maps/place/Dr.+Bettina+Stemmermann,+Tier%C3%A4rztin/data=!4m7!3m6!1s0x4709c8ac543f57f3:0xbb121db7f866e35a!8m2!3d51.0455334!4d13.7710108!16s%2Fg%2F1tl9l8vd!19sChIJ81c_VKzICUcRWuNm-LcdErs?authuser=0&hl=en&rclk=1",dresden.csv
Dr. med. vet. Antje Schadt,Wittenberger Str. 110C,dresden,0351 3120056,http://www.kleintierpraxis-schadt.de/,,,https://www.google.com/maps/place/Dr.+med.+vet.+Antje+Schadt/data=!4m7!3m6!1s0x4709c89a2ab6e52f:0x39962fb31f4ccba3!8m2!3d51.04152!4d13.8038401!16s%2Fg%2F1tsbkvc4!19sChIJL-W2KprICUcRo8tMH7Mvljk?authuser=0&hl=en&rclk=1,dresden.csv
Dr.med.vet. Wolfgang Büttner veterinarian,Schulstraße 9,dresden,0351 4032076,https://dr.fressnapf.de/tierarzt/dresden/drmedvet-wolfgang-buettner-tierarzt/,,,https://www.google.com/maps/place/Dr.med.vet.+Wolfgang+B%C3%BCttner+veterinarian/data=!4m7!3m6!1s0x4709c5a98d794351:0x9e35e9745ad38fe6!8m2!3d51.0106347!4d13.6920015!16s%2Fg%2F1thzmm1m!19sChIJUUN5janFCUcR5o_TWnTpNZ4?authuser=0&hl=en&rclk=1,dresden.csv
Kleintierpraxis,Dresdner Str. 339,dresden,,,,,https://www.google.com/maps/place/Kleintierpraxis/data=!4m7!3m6!1s0x4709c4b9a017f6ed:0x787ceb1e970284d3!8m2!3d50.9860978!4d13.6367529!16s%2Fg%2F11fql188mk!19sChIJ7fYXoLnECUcR04QClx7rfHg?authuser=0&hl=en&rclk=1,dresden.csv
Kleintierpraxis Benitz,Schandauer Str. 43,dresden,0351 3115063,http://www.kleintierpraxis-benitz.de/,,,https://www.google.com/maps/place/Kleintierpraxis+Benitz/data=!4m7!3m6!1s0x4709c891cc55e84f:0x8d17131c66cbe036!8m2!3d51.0417088!4d13.8001233!16s%2Fg%2F11clv7mxqj!19sChIJT-hVzJHICUcRNuDLZhwTF40?authuser=0&hl=en&rclk=1,dresden.csv
Kleintierpraxis Dr. Heike Janosch,Gottfried-Keller-Straße 4,dresden,0351 4210675,http://www.kleintierpraxis-janosch.de/,,,https://www.google.com/maps/place/Kleintierpraxis+Dr.+Heike+Janosch/data=!4m7!3m6!1s0x4709cfe76fa01e07:0x89407242831d624d!8m2!3d51.0632347!4d13.67636!16s%2Fg%2F11bztc4fm2!19sChIJBx6gb-fPCUcRTWIdg0JyQIk?authuser=0&hl=en&rclk=1,dresden.csv
Kleintierpraxis Dr. Katja Niekler,Hirtenstraße 1,dresden,0351 4119709,https://www.kleintierpraxis-niekler.de/,,,https://www.google.com/maps/place/Kleintierpraxis+Dr.+Katja+Niekler/data=!4m7!3m6!1s0x4709c55000d11ded:0x38db90e6d35df89c!8m2!3d51.040688!4d13.6599914!16s%2Fg%2F1tdbpl6k!19sChIJ7R3RAFDFCUcRnPhd0-aQ2zg?authuser=0&hl=en&rclk=1,dresden.csv
Kleintierpraxis Katrin & André Schneider,Mügelner Str. 5,dresden,0351 2881597,http://www.tierarzt-in-dresden.de/,,,https://www.google.com/maps/place/Kleintierpraxis+Katrin+%26+Andr%C3%A9+Schneider/data=!4m7!3m6!1s0x4709c6483cb4eda3:0xca9fb9096e8b9aa1!8m2!3d51.0129415!4d13.7975323!16s%2Fg%2F1vs1ql3y!19sChIJo-20PEjGCUcRoZqLbgm5n8o?authuser=0&hl=en&rclk=1,dresden.csv
