"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/AniCura+Hamburg+Niendorf+GmbH/data=!4m7!3m6!1s0x47b187d708080557:0x94d116b949621e6!8m2!3d53.638701!4d9.969934!16s%2Fg%2F1tj44zdj!19sChIJVwUICNeHsUcR5iGWlGsRTQk?authuser=0&hl=en&rclk=1","AniCura Hamburg Niendorf GmbH","4.6","(509)","Veterinarian","·","","274 Garstedter Weg","Closed","· Opens 10 am Sat","·","","040 55204088","https://www.google.com/aclk?sa=L&ai=DChsSEwi76J39ldmRAxWTsYMHHaD9JHMYACICCAEQAhoCZWY&co=1&ase=2&gclid=CjwKCAiA3rPKBhBZEiwAhPNFQHggWiA8Lvg6VFBmzTozBK4jfYtQ2Rc2X7sKoWLx1hVIEd-W1FEBrxoC5CgQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_0O2_DMcl1hhng0A7z8bxA_ovvx4Q&adurl&q&ctype=99&nis=6","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Westphalen+St.+Dr.med.vet./data=!4m7!3m6!1s0x4163bb5acfbfebe9:0x4cae056c491f36c9!8m2!3d53.5787884!4d10.030583!16s%2Fg%2F11b6hzqsjn!19sChIJ6eu_z1q7Y0ERyTYfSWwFrkw?authuser=0&hl=en&rclk=1","Westphalen St. Dr.med.vet.","4.8","(355)","Veterinarian","·","","Beethovenstraße 62","","Closed","· Opens 8 am Fri","·","040 297122","http://www.tierarzt-beethovenstrasse.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Höffliches Personal""","",""
"https://www.google.com/maps/place/AniCura+Hamburg+Niendorf+GmbH/data=!4m7!3m6!1s0x47b187d708080557:0x94d116b949621e6!8m2!3d53.6387008!4d9.9699341!16s%2Fg%2F1tj44zdj!19sChIJVwUICNeHsUcR5iGWlGsRTQk?authuser=0&hl=en&rclk=1","AniCura Hamburg Niendorf GmbH","4.6","(509)","Veterinarian","·","","·","Garstedter Weg 274","Closed","· Opens 10 am Sat","·","040 55204088","https://www.anicura.de/standorte/hamburg-niendorf/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Everyone is fluent in","English","and were very helpful"""
"https://www.google.com/maps/place/Tierarztpraxis+Dr.+Imke+Tammena/data=!4m7!3m6!1s0x47b18a0993ad1951:0x1e04dcdc50b2affa!8m2!3d53.6552485!4d10.1206473!16s%2Fg%2F1td3qjyd!19sChIJURmtkwmKsUcR-q-yUNzcBB4?authuser=0&hl=en&rclk=1","Tierarztpraxis Dr. Imke Tammena","4.9","(121)","Veterinarian","·","","·","Waldweg 42","Closes soon","· 6 pm · Opens 10 am Fri","·","040 6016051","http://www.tierarztpraxis-sasel.de/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Dr.med.vet.+Bergit+Gr%C3%BCnau/data=!4m7!3m6!1s0x4163bb44032df797:0x4350be5527879692!8m2!3d53.5836!4d10.0071901!16s%2Fg%2F1tdwc_c5!19sChIJl_ctA0S7Y0ERkpaHJ1W-UEM?authuser=0&hl=en&rclk=1","Dr.med.vet. Bergit Grünau","4.9","(111)","Veterinarian","·","","·","Dorotheenstraße 63","Closes soon","· 6 pm · Opens 9 am Fri","·","040 482844","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Speaks","English","is a bonus"""
"https://www.google.com/maps/place/Tierarztpraxis+Dorothea+Vogg/data=!4m7!3m6!1s0x47b183c3bbaa7e45:0xf30af52a1b2f8c88!8m2!3d53.5834!4d9.79416!16s%2Fg%2F1tm09wbw!19sChIJRX6qu8ODsUcRiIwvGyr1CvM?authuser=0&hl=en&rclk=1","Tierarztpraxis Dorothea Vogg","4.8","(191)","Veterinarian","·","","Sülldorfer Kirchenweg 237","","Closes soon","· 6 pm · Opens 4 pm Fri","·","040 877776","http://www.tierarztpraxis-suelldorf.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Awesome service""","",""
"https://www.google.com/maps/place/Kleintierpraxis+Dr.+Ulrike+Ewe/data=!4m7!3m6!1s0x47b1f287eaa03c7b:0x3011f3f69a88c34e!8m2!3d53.4841301!4d10.2139476!16s%2Fg%2F11c54b4jb9!19sChIJezyg6ofysUcRTsOImvbzETA?authuser=0&hl=en&rclk=1","Kleintierpraxis Dr. Ulrike Ewe","4.7","(337)","Veterinarian","·","","·","WILLY ECKERMANN HAUS, Brookdeich 14","Closes soon","· 6 pm · Opens 9 am Fri","·","040 7215010","https://www.bergedorf-tierarzt.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""prices looks better compare to other pet clinics around.""","",""
"https://www.google.com/maps/place/Dr.+Nicolai+Mannstaedt+veterinarian/data=!4m7!3m6!1s0x47b19ae2e052bee9:0x2a58942d3b00fae2!8m2!3d53.4731841!4d9.8545931!16s%2Fg%2F1tf7lmg9!19sChIJ6b5S4OKasUcR4voAOy2UWCo?authuser=0&hl=en&rclk=1","Dr. Nicolai Mannstaedt veterinarian","4.4","(138)","Veterinarian","·","","·","Neugrabener Bahnhofstraße 5A","Open","· Closes 7 pm","·","040 7017291","https://www.kleintierpraxis-neugraben.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","English","and German-"
"https://www.google.com/maps/place/Veterinarian+Dr.+Eva+Tutlies/data=!4m7!3m6!1s0x47b18c5cbe959d51:0xf8ccb18bf1a99393!8m2!3d53.5444343!4d10.1047443!16s%2Fg%2F1vxcvgkk!19sChIJUZ2VvlyMsUcRk5Op8YuxzPg?authuser=0&hl=en&rclk=1","Veterinarian Dr. Eva Tutlies","4.7","(738)","Veterinarian","·","","·","Schiffbeker Weg 46","Closed","· Opens 9:30 am Mon","·","040 7313231","http://www.kleintierpraxis-tutlies.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","English","was very good which I really appreciated and good value."""
"https://www.google.com/maps/place/Kleintierpraxis+Blankenese+Dr.+Daniel+B%C3%B6ttner/data=!4m7!3m6!1s0x47b183887b8f9591:0xe33a8e25b40e2167!8m2!3d53.5624087!4d9.8200505!16s%2Fg%2F1tdqysfy!19sChIJkZWPe4iDsUcRZyEOtCWOOuM?authuser=0&hl=en&rclk=1","Kleintierpraxis Blankenese Dr. Daniel Böttner","4.7","(151)","Veterinarian","·","","·","Hasenhöhe 5","Closed","· Opens 11 am Sat","·","040 86647455","http://www.kleintierpraxis-blankenese.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Highly recommended :)""","",""
"https://www.google.com/maps/place/Tierarztpraxis+am+Millerntor+Voelkel/data=!4m7!3m6!1s0x47b18f6c3e43e9eb:0x2c0757b67b64e246!8m2!3d53.5537481!4d9.96479!16s%2Fg%2F11dxbmp1v0!19sChIJ6-lDPmyPsUcRRuJke7ZXByw?authuser=0&hl=en&rclk=1","Tierarztpraxis am Millerntor Voelkel","3.0","(4)","Veterinarian","·","","Budapester Str. 31","","","","","040 434001","http://www.tierarztpraxis-am-millerntor.de/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Hamburger+Tierschutzverein+von+1841+e.+V./data=!4m7!3m6!1s0x47b18c2410d19923:0x57ff1b698ac5ed8b!8m2!3d53.5461771!4d10.066284!16s%2Fg%2F1tgc8l2q!19sChIJI5nRECSMsUcRi-3Fimkb_1c?authuser=0&hl=en&rclk=1","Hamburger Tierschutzverein von 1841 e. V.","4.0","(1,726)","Animal shelter","·","","·","Neue Süderstraße 25","Closed","· Opens 9:30 am Sun","·","040 2111060","http://www.hamburger-tierschutzverein.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Compassionate people doing great work.""","",""
"https://www.google.com/maps/place/Kleintierpraxis+Niendorf/data=!4m7!3m6!1s0x47b187ce035f483f:0x7faa0d2eadd706b!8m2!3d53.6332653!4d9.9542786!16s%2Fg%2F119txd624!19sChIJP0hfA86HsUcRa3Dd6tKg-gc?authuser=0&hl=en&rclk=1","Kleintierpraxis Niendorf","4.4","(120)","Veterinarian","·","","·","Krähenweg 5","Closes soon","· 6 pm · Opens 9 am Fri","·","040 5524510","http://www.kleintierpraxis-niendorf.de/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Tierarztpraxis+Barsb%C3%BCttel/data=!4m7!3m6!1s0x47b18b53877e0797:0x4167ccbd1a2a1b16!8m2!3d53.5694025!4d10.1838473!16s%2Fg%2F1tdl9s77!19sChIJlwd-h1OLsUcRFhsqGr3MZ0E?authuser=0&hl=en&rclk=1","Tierarztpraxis Barsbüttel","4.7","(294)","Veterinarian","·","","·","Willinghusener Landstraße 57","Closed","· Opens 10 am Sat","·","040 6704048","https://www.tierarztpraxis-barsbuettel.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They are very friendly and really treat your animals with care and love.""","",""
"https://www.google.com/maps/place/Fressnapf+Hamburg-Osdorf/data=!4m7!3m6!1s0x47b183f5a3666bed:0x1262e6eb7c050b8a!8m2!3d53.5755422!4d9.8257065!16s%2Fg%2F1vgqc40r!19sChIJ7Wtmo_WDsUcRigsFfOvmYhI?authuser=0&hl=en&rclk=1","Fressnapf Hamburg-Osdorf","4.4","(445)","Pet supply store","·","","·","Osdorfer Landstraße 393","Open","· Closes 8 pm","Pet food & accessories","040 86627654","https://www.fressnapf.de/stores/fressnapf-hamburg-osdorf/?utm_medium=referral&utm_source=extnet&utm_campaign=yext","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great products""","",""
"https://www.google.com/maps/place/Tierarztpraxis+Simon/data=!4m7!3m6!1s0x47b18babb133b0a9:0x8790e5e344ef6544!8m2!3d53.6115286!4d10.1537557!16s%2Fg%2F1vxcvgkb!19sChIJqbAzsauLsUcRRGXvROPlkIc?authuser=0&hl=en&rclk=1","Tierarztpraxis Simon","4.6","(194)","Veterinarian","·","","·","Bargteheider Str. 156","Closed","","·","040 64860711","https://www.simon.hamburg/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good doctor.""","",""
"https://www.google.com/maps/place/Franziskus-Tierheim/data=!4m7!3m6!1s0x47b1861a972214a3:0x2aee3e58b1b567d9!8m2!3d53.5969673!4d9.9426645!16s%2Fg%2F1tf6__bb!19sChIJoxQilxqGsUcR2We1sVg-7io?authuser=0&hl=en&rclk=1","Franziskus-Tierheim","4.0","(661)","Animal shelter","·","","·","Lokstedter Grenzstraße 7","Closed","· Opens 3 pm Fri","·","040 5894615","http://www.franziskustierheim.de/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Tierklinik+L%C3%BCneburg/data=!4m7!3m6!1s0x47b1de6f67fc1581:0x89495beb01798ba5!8m2!3d53.2465365!4d10.4491745!16s%2Fg%2F1q5gjd6m9!19sChIJgRX8Z2_esUcRpYt5AetbSYk?authuser=0&hl=en&rclk=1","Tierklinik Lüneburg","4.4","(2,238)","Veterinarian","·","","·","Stadtkoppel 5c - 9","Open 24 hours","","·","04131 55125","http://www.tierklinik-lueneburg.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very professional, very friendly staff.""","",""
"https://www.google.com/maps/place/Monika+Schnurr+vet/data=!4m7!3m6!1s0x47b229469b4df371:0x169191f8fec5e3fe!8m2!3d53.7469596!4d9.9119016!16s%2Fg%2F1vr1vq2g!19sChIJcfNNm0YpskcR_uPF_viRkRY?authuser=0&hl=en&rclk=1","Monika Schnurr vet","4.7","(159)","Veterinarian","·","","·","Ellerauer Str. 55","Closes soon","· 6 pm · Opens 9 am Fri","·","04106 4934","http://www.tierarzt-quickborn.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Efficient and professional.""","",""
"https://www.google.com/maps/place/Hund+%26+Katze/data=!4m7!3m6!1s0x47b1892ae99bbf6b:0x5a0ec98d64b26843!8m2!3d53.5873368!4d10.0047018!16s%2Fg%2F1tkqz9kn!19sChIJa7-b6SqJsUcRQ2iyZI3JDlo?authuser=0&hl=en&rclk=1","Hund & Katze","4.8","(155)","Pet supply store","·","","·","Dorotheenstraße 113","Closed","· Opens 10 am Sat","·","040 2704579","https://www.hund-katze.de/","","Website","","Directions","","In-store shopping","In-store pick-up","Delivery"
"https://www.google.com/maps/place/Tierarztpraxis+Uwe+Tiedemann/data=!4m7!3m6!1s0x47b1dc32ba4a2eab:0x19bae27c6149c97e!8m2!3d53.2379112!4d10.4085159!16s%2Fg%2F11d_tz2xt3!19sChIJqy5KujLcsUcRfslJYXziuhk?authuser=0&hl=en&rclk=1","Tierarztpraxis Uwe Tiedemann","4.8","(56)","Veterinarian","·","","·","Goethestraße 10 A","Closes soon","· 6:30 pm · Opens 10 am Fri","·","04131 47616","http://www.vetsnake.de/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Kleintierzentrum+in+Uetersen/data=!4m7!3m6!1s0x47b17e3b4268c213:0xc9e39864b483de64!8m2!3d53.68711!4d9.6750001!16s%2Fg%2F1tgnw8d1!19sChIJE8JoQjt-sUcRZN6DtGSY48k?authuser=0&hl=en&rclk=1","Kleintierzentrum in Uetersen","4.4","(725)","Veterinarian","·","","·","Kleiner Sand 99","Closed","· Opens 9 am Mon","·","04122 901403","https://www.kleintierzentrum-uetersen.de/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/ProPferd+Hamburg+Pferdeosteopathie+%26+mobiler+Reitunterricht/data=!4m7!3m6!1s0x47b221d25b30a6ad:0x1a28ddd2d52cdb24!8m2!3d51.175807!4d10.4541194!16s%2Fg%2F11h4_f7hsh!19sChIJraYwW9IhskcRJNss1dLdKBo?authuser=0&hl=en&rclk=1","ProPferd Hamburg Pferdeosteopathie & mobiler Reitunterricht","5.0","(18)","Horse trainer","","","","","","","","0174 4929182","http://www.propferdhamburg.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fantastic service and","English speaking","too."""
"","","","","","","","","","","","","","","","","","","","","",""
