"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","doJOZc","W4Efsd 7"
"https://www.google.com/maps/place/mobile+Pferdezahn+-+Tierarztpraxis/data=!4m7!3m6!1s0xdf180163e765c9b:0x9006feaf8ca55cb6!8m2!3d52.5433958!4d13.4413606!16s%2Fg%2F11kb96gh_9!19sChIJm1x2PhaA8Q0RtlyljK_-BpA?authuser=0&hl=en&rclk=1","mobile Pferdezahn - Tierarztpraxis","5.0","(6)","Veterinarian","·","Ostseestraße 48","Open","· Closes 11:30 pm","·","01516 4874822","http://www.tierarzt-fuers-pferd.berlin/","","Website","","Directions","",""
"https://www.google.com/maps/place/Tierarztpraxis+Dr.+Klaus+Lendner/data=!4m7!3m6!1s0x47a850511762fe0f:0x50d5d657e4fcaf85!8m2!3d52.4990878!4d13.3445343!16s%2Fg%2F1hc18hhbc!19sChIJD_5iF1FQqEcRha_85FfW1VA?authuser=0&hl=en&rclk=1","Tierarztpraxis Dr. Klaus Lendner","4.7","(94)","Veterinarian","·","Fuggerstraße 22","Closed","· Opens 4 pm","·","030 7812138","http://www.tierarztpraxis-drlendner.de/","","Website","","Directions","",""
"https://www.google.com/maps/place/ReBalance+%E2%80%93+Mobile+Tierphysiotherapie+%26+Osteopathie+in+Berlin/data=!4m7!3m6!1s0x838723d70df19b69:0x3446ea906e827155!8m2!3d52.5254944!4d13.4291413!16s%2Fg%2F11zj7mf0x2!19sChIJaZvxDdcjh4MRVXGCbpDqRjQ?authuser=0&hl=en&rclk=1","ReBalance – Mobile Tierphysiotherapie & Osteopathie in Berlin","5.0","(6)","Veterinarian","·","Büschingstraße 35","Open","· Closes 8 pm","·","0176 24851833","https://www.rebalance-berlin.de/","","Website","","Directions","",""
"https://www.google.com/maps/place/Tiermedizin+am+Treptower+Park/data=!4m7!3m6!1s0x47a84f0022f71d77:0x2b060eaba9e96fee!8m2!3d52.4848621!4d13.4673954!16s%2Fg%2F11yf3z9g79!19sChIJdx33IgBPqEcR7m_pqasOBis?authuser=0&hl=en&rclk=1","Tiermedizin am Treptower Park","","","Veterinarian","·","·","","","Am Treptower Park 46","015560 110554","https://www.tiermedizin-treptower-park.com/","","Website","","Directions","",""
"https://www.google.com/maps/place/Tier%C3%A4rztliche+mobile+Gemeinschaftspraxis+Schleich+%26+Wiese+%28GbR%29/data=!4m7!3m6!1s0x47a85060a68eaaab:0xa7871e1546b01c5f!8m2!3d52.4857537!4d13.3340974!16s%2Fg%2F11gjms8h02!19sChIJq6qOpmBQqEcRXxywRhUeh6c?authuser=0&hl=en&rclk=1","Tierärztliche mobile Gemeinschaftspraxis Schleich & Wiese (GbR)","4.1","(8)","Veterinarian","·","Badensche Str. 44","","","","030 67968494","http://www.schleich-wiese.de/kontakt/","","Website","","Directions","",""
"https://www.google.com/maps/place/Frank+Reinhard+Wilke+-+Tierheilpraktiker/data=!4m7!3m6!1s0x47a84534506a992b:0x21aee9941b77a08a!8m2!3d52.5315913!4d13.3312922!16s%2Fg%2F11dxf19jcs!19sChIJK5lqUDRFqEcRiqB3G5TpriE?authuser=0&hl=en&rclk=1","Frank Reinhard Wilke - Tierheilpraktiker","2.3","(4)","Veterinarian","·","Waldstraße 37","Open","· Closes 5 pm","·","038354 339066","","","Directions","","","",""
"https://www.google.com/maps/place/Dr.+Ellen+Sandhas+Tierarztpraxis+f%C3%BCr+Verhaltenstherapie/data=!4m7!3m6!1s0x809561a76766d395:0xeb11247fec3f8205!8m2!3d52.4886975!4d13.4463966!16s%2Fg%2F11ybnvm3xw!19sChIJldNmZ6dhlYARBYI_7H8kEes?authuser=0&hl=en&rclk=1","Dr. Ellen Sandhas Tierarztpraxis für Verhaltenstherapie","","","Veterinarian","·","Bouchéstraße","Open","· Closes 6 pm","·","01512 0655024","https://www.souldogvet-berlin.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7073244744833785165","","Website","","Directions","",""
"https://www.google.com/maps/place/Tierarztpraxis+Dr.+Heike+H%C3%BCbner/data=!4m7!3m6!1s0x47a850f534477365:0x191ce8a30ee4e85!8m2!3d52.4873129!4d13.3260485!16s%2Fg%2F11gbk5nh6h!19sChIJZXNHNPVQqEcRhU7uMIrOkQE?authuser=0&hl=en&rclk=1","Tierarztpraxis Dr. Heike Hübner","5.0","(9)","Veterinarian","·","Gasteiner Str. 33","Closes soon","· 4 pm · Opens 9 am Fri","·","030 8618564","http://www.dr-heike-huebner.de/","","Website","","Directions","",""
"https://www.google.com/maps/place/DER+TIERARZT+Dr.+Theobald+in+Sch%C3%B6neberg/data=!4m7!3m6!1s0x47a850448045a28d:0x97ce7237bb30acd9!8m2!3d52.4898995!4d13.3487913!16s%2Fg%2F1tfrfs_1!19sChIJjaJFgERQqEcR2awwuzdyzpc?authuser=0&hl=en&rclk=1","DER TIERARZT Dr. Theobald in Schöneberg","4.6","(159)","Veterinarian","·","·","Closed","· Opens 8:30 am Mon","Eisenacher Str. 40","030 2111779","https://tierarztschoeneberg.de/","","Website","","Directions","","·"
"https://www.google.com/maps/place/Tierarztpraxis+Kiezfidel,+Mobiler+Tierarzt,+Hausbesuche,+Tierarzt+ins+Haus+Berlin+und+Brandenburg,+Notdienst,+Routine+Termine/data=!4m7!3m6!1s0x47a851fe8729b3b5:0x4a8d6f5c30972900!8m2!3d52.45906!4d13.0157992!16s%2Fg%2F1tf01hqv!19sChIJtbMph_5RqEcRACmXMFxvjUo?authuser=0&hl=en&rclk=1","Tierarztpraxis Kiezfidel, Mobiler Tierarzt, Hausbesuche, Tierarzt ins Haus Berlin und Brandenburg, Notdienst, Routine Termine","3.6","(65)","Veterinarian","","·","Open 24 hours","","","030 4495269","https://tierarztpraxiskiezfidel.com/","","Website","","Directions","",""
"https://www.google.com/maps/place/Tierarzt+Plus+Partner/data=!4m7!3m6!1s0x47a850fdbbc4cc7f:0xdf69a52e063baa09!8m2!3d52.5370019!4d13.3790127!16s%2Fg%2F11hzxjbfdn!19sChIJf8zEu_1QqEcRCao7Bi6lad8?authuser=0&hl=en&rclk=1","Tierarzt Plus Partner","4.5","(11)","Veterinarian","·","Wöhlertstraße 12-13","","","","030 20977463","https://www.tierarztpluspartner.de/","","Website","","Directions","",""
"https://www.google.com/maps/place/Tierarztpraxis+am+Nollendorfplatz/data=!4m7!3m6!1s0x47a8504e334c9deb:0xe0e1c7450ff6dd3c!8m2!3d52.497687!4d13.35043!16s%2Fg%2F1th1t22k!19sChIJ651MM05QqEcRPN32D0XH4eA?authuser=0&hl=en&rclk=1","Tierarztpraxis am Nollendorfplatz","4.8","(128)","Veterinarian","·","·","Closed","· Opens 10 am Mon","Nollendorfstraße 20","030 2167711","http://www.hund-katze-vogel.de/","","Website","","Directions","","·"
"https://www.google.com/maps/place/Tierphysiotherapie+Mara+Polzin/data=!4m7!3m6!1s0x47a84fb239715277:0xb28c3bb2ecb10670!8m2!3d52.5046036!4d13.4793403!16s%2Fg%2F11vrcmt9j2!19sChIJd1JxObJPqEcRcAax7LI7jLI?authuser=0&hl=en&rclk=1","Tierphysiotherapie Mara Polzin","5.0","(6)","Veterinarian","·","Spittastraße 21","Open","· Closes 6 pm","","","https://tierphysio-marapolzin.de/","","Website","","Directions","",""
"https://www.google.com/maps/place/Shiferau+Biru+Haki+Tierarztpraxis/data=!4m7!3m6!1s0x47a84e6ad74d8d13:0xbb7b8ed2ed9b02e5!8m2!3d52.5198703!4d13.4380941!16s%2Fg%2F11d_ty1syt!19sChIJE41N12pOqEcR5QKb7dKOe7s?authuser=0&hl=en&rclk=1","Shiferau Biru Haki Tierarztpraxis","2.4","(5)","Veterinarian","·","Friedenstraße 54","Open","· Closes 5 pm","·","030 20053332","","","Directions","","","",""
"https://www.google.com/maps/place/Veterin%C3%A4ramt+Pankow+Haus+6/data=!4m7!3m6!1s0x47a84d192090d4f5:0xf1276710861b2c6f!8m2!3d52.5405188!4d13.4273402!16s%2Fg%2F11sszcsdc6!19sChIJ9dSQIBlNqEcRbywbhhBnJ_E?authuser=0&hl=en&rclk=1","Veterinäramt Pankow Haus 6","","","Veterinarian","·","Fröbelstraße 17","","","","","","","Directions","","","",""
"https://www.google.com/maps/place/Stopik+C.,+Marxen+I.+Dr.+Tier%C3%A4rzte/data=!4m7!3m6!1s0x47a8505c14dd0365:0x15732adb0d718965!8m2!3d52.4897318!4d13.3391337!16s%2Fg%2F1vgw_sf8!19sChIJZQPdFFxQqEcRZYlxDdsqcxU?authuser=0&hl=en&rclk=1","Stopik C., Marxen I. Dr. Tierärzte","3.5","(2)","Veterinarian","·","Bayerischer Pl. 2","","","","030 34398877","","","Directions","","","",""
"https://www.google.com/maps/place/Tierarztpraxis/data=!4m7!3m6!1s0x47a8503835ce73f9:0x45ad73e1b6d175a1!8m2!3d52.4921195!4d13.3651271!16s%2Fg%2F11mgn05v41!19sChIJ-XPONThQqEcRoXXRtuFzrUU?authuser=0&hl=en&rclk=1","Tierarztpraxis","5.0","(1)","Veterinary care","·","Kulmer Str. 26","","","","","","","Directions","","","",""
"https://www.google.com/maps/place/Zum+Tierarzt/data=!4m7!3m6!1s0x47a851f0df2625f7:0xfd5bc902185989d!8m2!3d52.5376122!4d13.395874!16s%2Fg%2F11ldq34254!19sChIJ9yUm3_BRqEcRnZiFIZC81Q8?authuser=0&hl=en&rclk=1","Zum Tierarzt","","","Veterinary care","","","","","","","","","Directions","","","",""
"https://www.google.com/maps/place/Mobile+tier%C3%A4rztliche+Praxis+f%C3%BCr+Chiropraktik/data=!4m7!3m6!1s0x47a84e0e37f5fa25:0x97088435049697b9!8m2!3d52.5303674!4d13.4318927!16s%2Fg%2F11dxdx693r!19sChIJJfr1Nw5OqEcRuZeWBDWECJc?authuser=0&hl=en&rclk=1","Mobile tierärztliche Praxis für Chiropraktik","","","Veterinarian","·","Käthe-Niederkirchner-Straße 15","","","","0173 6558353","http://www.vet-chiropraktik-berlin.de/","","Website","","Directions","",""
"https://www.google.com/maps/place/EquiCanis+Physiotherapie+f%C3%BCr+deinen+Hund+oder+dein+Pferd.+Mobil,+flexibel,+kundenorientiert+%F0%9F%AB%B6/data=!4m7!3m6!1s0x47a84f10fba09169:0x416bf296ffadd6a0!8m2!3d52.4958043!4d13.4731144!16s%2Fg%2F11mckytbgv!19sChIJaZGg-xBPqEcRoNat_5bya0E?authuser=0&hl=en&rclk=1","EquiCanis Physiotherapie für deinen Hund oder dein Pferd. Mobil, flexibel, kundenorientiert 🫶","","","Veterinarian","·","Friedrich-Junge-Straße","Closed","· Opens 9 am Fri","·","0176 41252522","","","Directions","","","",""
"https://www.google.com/maps/place/Wolfgang+Apczinski+Tierarzt/data=!4m7!3m6!1s0x47a8510edb034365:0xef1c547f58730c59!8m2!3d52.52162!4d13.33625!16s%2Fg%2F11d_tz3dbw!19sChIJZUMD2w5RqEcRWQxzWH9UHO8?authuser=0&hl=en&rclk=1","Wolfgang Apczinski Tierarzt","","","Veterinarian","·","Dortmunder Str. 9","","","","","","","Directions","","","",""
"https://www.google.com/maps/place/Alt-stralau+34-37/data=!4m7!3m6!1s0x47a84f007038f927:0xa7f9b704830108e1!8m2!3d52.4929229!4d13.4761434!16s%2Fg%2F11yfgf3b1b!19sChIJJ_k4cABPqEcR4QgBgwS3-ac?authuser=0&hl=en&rclk=1","Alt-stralau 34-37","","","Veterinarian","·","Alt-Stralau 34","","","","","","","Directions","","","",""
"https://www.google.com/maps/place/DVG-Vet-Congress/data=!4m7!3m6!1s0x47a851d495e8d699:0x33c01d630349a472!8m2!3d52.50258!4d13.39151!16s%2Fg%2F11fkf7wjb2!19sChIJmdboldRRqEcRcqRJA2MdwDM?authuser=0&hl=en&rclk=1","DVG-Vet-Congress","","","Veterinarian","·","Friedrichstraße 17","","","","0641 24466","http://www.dvg-vet-congress.de/index.php?id=491","","Website","","Directions","",""
"https://www.google.com/maps/place/Dr.+Martin+Deutschland,+Neurologische+%C3%9Cberweisungspraxis/data=!4m7!3m6!1s0x47a84e60ddda44cb:0x2e4174113d9db151!8m2!3d51.175807!4d10.4541194!16s%2Fg%2F1hc5t3spb!19sChIJy0Ta3WBOqEcRUbGdPRF0QS4?authuser=0&hl=en&rclk=1","Dr. Martin Deutschland, Neurologische Überweisungspraxis","4.8","(59)","Veterinarian","","·","Open","· Closes 6 pm","","030 22808450","http://www.tierneurologie-berlin.de/","","Website","","Directions","",""
"https://www.google.com/maps/place/Dirk+Oschika+veterinary/data=!4m7!3m6!1s0x47a84ef5e45db2df:0x3abf8c2a63ab79b1!8m2!3d52.5068441!4d13.4247318!16s%2Fg%2F1q2vx0t3z!19sChIJ37Jd5PVOqEcRsXmrYyqMvzo?authuser=0&hl=en&rclk=1","Dirk Oschika veterinary","4.7","(230)","Veterinarian","","·","Open","· Closes 6 pm","","030 2946333","https://www.tierarzt-im-kiez.de/","","Website","","Directions","",""
"https://www.google.com/maps/place/PonyHengst+Islandpferdezucht/data=!4m7!3m6!1s0x47a84e618b28ba73:0x9d0893d562bf6ae6!8m2!3d51.175807!4d10.4541194!16s%2Fg%2F11bzymvncs!19sChIJc7ooi2FOqEcR5mq_YtWTCJ0?authuser=0&hl=en&rclk=1","PonyHengst Islandpferdezucht","","","Corporate office","","","","","","+43 650 4494521","","","Directions","","","",""
"https://www.google.com/maps/place/hauttierarztpraxis/data=!4m7!3m6!1s0x47a8511f6b7b0f93:0x95b4d81d78b742f8!8m2!3d52.5222481!4d13.3976064!16s%2Fg%2F1vtzg7g9!19sChIJkw97ax9RqEcR-EK3eB3YtJU?authuser=0&hl=en&rclk=1","hauttierarztpraxis","4.4","(11)","Veterinarian","","","","","","030 34787510","http://www.hauttierarztpraxis.de/","","Website","","Directions","",""
"","","","","","","","","","","","","","","","","",""
