"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","doJOZc","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","ah5Ghc 4","ah5Ghc 5","W4Efsd 7"
"https://www.google.com/maps/place/Tierarztpraxis+Dr.+Peter+Vogel/data=!4m7!3m6!1s0x47a84e5e02696dbf:0x3d814eedbcad95ff!8m2!3d52.5114026!4d13.4666047!16s%2Fg%2F1tvt9ckb!19sChIJv21pAl5OqEcR_5WtvO1OgT0?authuser=0&hl=en&rclk=1","Tierarztpraxis Dr. Peter Vogel","4.7","(512)","Veterinarian","·","·","Finowstraße 14","Closed","·","030 29776835","http://www.drpetervogel.de/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They","speak","German and","English",".""",""
"https://www.google.com/maps/place/Tierarztpraxis+am+Urbanhafen/data=!4m7!3m6!1s0x47a84fd3b653770d:0xd3240f83e30b3ce3!8m2!3d52.4956405!4d13.4053191!16s%2Fg%2F1w04j3nk!19sChIJDXdTttNPqEcR4zwL44MPJNM?authuser=0&hl=en&rclk=1","Tierarztpraxis am Urbanhafen","4.8","(191)","Veterinarian","·","·","Baerwaldstraße 69","Opens soon","·","030 61074959","https://www.tierarztpraxis-am-urbanhafen.de/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The staff are super friendly, helpful and","speak","perfect","English",".""","· 5 pm"
"https://www.google.com/maps/place/Tierarztpraxis+Liegnitzer/data=!4m7!3m6!1s0x416523758d183683:0xf7206235691d1a5c!8m2!3d52.4929802!4d13.4338649!16s%2Fg%2F11b6b3ngv4!19sChIJgzYYjXUjZUERXBodaTViIPc?authuser=0&hl=en&rclk=1","Tierarztpraxis Liegnitzer","4.7","(225)","Veterinarian","·","Liegnitzer Str. 19","·","Closed","","030 6126474","http://www.tierarztpraxis-liegnitzer.de/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Everyone speaks","English","and booking appointments by phone is super easy.""","","","· Opens 10 am Fri"
"https://www.google.com/maps/place/Kleintierpraxis+4+Paws+%26+Co./data=!4m7!3m6!1s0x47a84e9590d4a96d:0x1cce19b972963f34!8m2!3d52.5144408!4d13.4949958!16s%2Fg%2F11bytssq3q!19sChIJbanUkJVOqEcRND-WcrkZzhw?authuser=0&hl=en&rclk=1","Kleintierpraxis 4 Paws & Co.","4.6","(422)","Veterinarian","·","·","Fanningerstraße 27","Closed","·","030 5531572","http://www.praxis4pfoten.de/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The appointment went well, everybody speaks","English","which is great.""","","","· Opens 9 am Mon"
"https://www.google.com/maps/place/Tierarztpraxis+Diek/data=!4m7!3m6!1s0x416523758ce30617:0x82bb9d8918d93942!8m2!3d52.4930391!4d13.3455028!16s%2Fg%2F1trvkgdk!19sChIJFwbjjHUjZUERQjnZGImdu4I?authuser=0&hl=en&rclk=1","Tierarztpraxis Diek","4.9","(229)","Veterinarian","·","Traunsteiner Str. 1","·","Open","","030 2142954","https://www.tierarzt-onlineverzeichnis.de/tierarztpraxis/10781-berlin/gudrun-diek/1525/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Treated my cat .. so friendly stuff and professional""","","","","","· Closes 7 pm"
"https://www.google.com/maps/place/Mobile+Tierarztpraxis+Berlin/data=!4m7!3m6!1s0x47a85104d3937d0d:0x90378cbc5ab98771!8m2!3d52.4797689!4d13.3489783!16s%2Fg%2F11hfz2s3p0!19sChIJDX2T0wRRqEcRcYe5WryMN5A?authuser=0&hl=en&rclk=1","Mobile Tierarztpraxis Berlin","4.6","(98)","Veterinarian","·","Gutzkowstraße 4","·","Open","","0162 7462404","https://www.tierarzt-mobil-berlin.de/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Will recommend Dr Klunder to everyone.""","","","","","· Closes 10 pm"
"https://www.google.com/maps/place/Tierarztpraxis+Oldenburger+Stra%C3%9Fe/data=!4m7!3m6!1s0x47a8510d369c5953:0xebafa45584e9073b!8m2!3d52.5289304!4d13.3357299!16s%2Fg%2F11c6_bkhly!19sChIJU1mcNg1RqEcROwfphFWkr-s?authuser=0&hl=en&rclk=1","Tierarztpraxis Oldenburger Straße","4.7","(286)","Veterinarian","·","·","Oldenburger Str. 44","Closed","·","030 3951555","http://www.tierarztpraxis-oldenburger-strasse.de/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They","speak","German,","English","and On top Dr. Nadine","· Opens 6 pm"
"https://www.google.com/maps/place/Tierarztpraxis+Am+Westend/data=!4m7!3m6!1s0x416523c5971fac71:0xfd78cfcb9a036b82!8m2!3d52.5179979!4d13.2862944!16s%2Fg%2F1tg5b3vr!19sChIJcawfl8UjZUERgmsDmsvPeP0?authuser=0&hl=en&rclk=1","Tierarztpraxis Am Westend","4.8","(536)","Veterinarian","·","·","Sophie-Charlotten-Straße 22","Closed","·","030 3228247","http://www.tierarztamwestend.de/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very friendly staff and they","speak English","very well.""","","","· Opens 10 am Sat"
"https://www.google.com/maps/place/Tierarztpraxis+Br%C3%A4uer+%28reine+Terminpraxis%29/data=!4m7!3m6!1s0x4165239e27544f39:0x7dcf458d41f35d1e!8m2!3d52.4921892!4d13.4478362!16s%2Fg%2F11b6xch1hf!19sChIJOU9UJ54jZUERHl3zQY1Fz30?authuser=0&hl=en&rclk=1","Tierarztpraxis Bräuer (reine Terminpraxis)","4.8","(174)","Veterinarian","·","Krüllsstraße 5","·","Closed","","030 6912677","http://www.tap.berlin/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They are super nice and competent, and really care for your animal.""","","","","","· Opens 10 am Mon"
"https://www.google.com/maps/place/Friedhelm+Hellwig+Tierarzt/data=!4m7!3m6!1s0x47a850d9be885c1f:0x2d5f8387bf07432e!8m2!3d52.5083841!4d13.294566!16s%2Fg%2F1hc63p9fm!19sChIJH1yIvtlQqEcRLkMHv4eDXy0?authuser=0&hl=en&rclk=1","Friedhelm Hellwig Tierarzt","4.9","(356)","Veterinarian","·","·","Steifensandstraße 7","Closed","·","030 3255689","http://kleintierpraxis-am-lietzensee.de/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I've been treated there in","English",", German and","Spanish","!!""","· Opens 10 am Mon"
"https://www.google.com/maps/place/Tierarztpraxis+Watson/data=!4m7!3m6!1s0x47a84f9bdd48adc5:0x8c832e4934692539!8m2!3d52.4686267!4d13.4331416!16s%2Fg%2F1tlbn5cx!19sChIJxa1I3ZtPqEcROSVpNEkug4w?authuser=0&hl=en&rclk=1","Tierarztpraxis Watson","4.6","(363)","Veterinarian","·","Altenbraker Str. 29","·","Closed","","030 6257209","https://www.tierarzt-watson.de/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very friendly staff, they all","speak English","in case you don't","speak","German.""","· Opens 10 am Sat"
"https://www.google.com/maps/place/Rex+Tierarztpraxis+Berlin-Friedenau+%28ehem.+Dr.+Schl%C3%BCsing%29/data=!4m7!3m6!1s0x47a8507d63f2db49:0x92311a034b9a9f46!8m2!3d52.4745428!4d13.322856!16s%2Fg%2F1tjdvykn!19sChIJSdvyY31QqEcRRp-aSwMaMZI?authuser=0&hl=en&rclk=1","Rex Tierarztpraxis Berlin-Friedenau (ehem. Dr. Schlüsing)","4.9","(517)","Veterinarian","·","·","Südwestkorso 11A","Closed","·","030 31197333","https://www.rex.app/praxen/rex-berlin-friedenau","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The staff was super friendly and","speak","perfect","English","and German.""","· Opens 9 am Sat"
"https://www.google.com/maps/place/Tierarztpraxis+Alexandra+Sypitzki/data=!4m7!3m6!1s0x47a851322fd7a7eb:0x644e15655e0f0f8e!8m2!3d52.5104702!4d13.3074771!16s%2Fg%2F11nxt26mp8!19sChIJ66fXLzJRqEcRjg8PXmUVTmQ?authuser=0&hl=en&rclk=1","Tierarztpraxis Alexandra Sypitzki","4.9","(137)","Veterinarian","·","·","Sesenheimer Str. 15","Closed","·","030 78957110","https://www.tierarztpraxis-sypitzki.de/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kind, Caring, Professional (and","speak","great","English",")""","· Opens 8:30 am Mon"
"https://www.google.com/maps/place/Augen-Tierarztpraxis+Dr.+Allgoewer/data=!4m7!3m6!1s0x47a85982565c0925:0x1791f75c81f53769!8m2!3d52.4350927!4d13.2297097!16s%2Fg%2F1tf41_fg!19sChIJJQlcVoJZqEcRaTf1gVz3kRc?authuser=0&hl=en&rclk=1","Augen-Tierarztpraxis Dr. Allgoewer","4.8","(1,036)","Veterinarian","·","·","Lindenthaler Allee 9","Open","·","030 80589868","http://www.tieraugen.com/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good doctors, German +","English speaking","""","","","· Closes 8 pm"
"https://www.google.com/maps/place/Tierarztpraxis+Chung+und+Wahle/data=!4m7!3m6!1s0x47a8512c91f036d9:0x6da50f6ac6769aa9!8m2!3d52.4751412!4d13.3400414!16s%2Fg%2F11qh1_kyx2!19sChIJ2TbwkSxRqEcRqZp2xmoPpW0?authuser=0&hl=en&rclk=1","Tierarztpraxis Chung und Wahle","4.7","(143)","Veterinarian","·","·","Hauptstraße 89","Closed","·","030 8593215","https://tierarztpraxis-chung-wahle.com/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... are extremly friendly and helpful, also everyone speaks","English",".""","","","· Opens 9 am Mon"
"https://www.google.com/maps/place/Tierarztpraxis+Sonnenallee+-+Dr.+Jana+Kudritzki+und+Daniel+Kitzing/data=!4m7!3m6!1s0x4165235d846a80cd:0x2a27519a2dba204f!8m2!3d52.4747886!4d13.453599!16s%2Fg%2F11b74w1rpg!19sChIJzYBqhF0jZUERTyC6LZpRJyo?authuser=0&hl=en&rclk=1","Tierarztpraxis Sonnenallee - Dr. Jana Kudritzki und Daniel Kitzing","4.7","(339)","Veterinarian","·","·","Sonnenallee 204","Closed","·","030 6814455","http://www.tierarztpraxis-sonnenallee.de/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They","speak English","and they are transparent with pricing and costs.""","","","· Opens 9 am Mon"
"https://www.google.com/maps/place/Tierarztpraxis+am+S%C3%BCdkreuz/data=!4m7!3m6!1s0x47a85015c7a92a8b:0x82877ba7d1db3449!8m2!3d52.4808667!4d13.3621523!16s%2Fg%2F1ts1r7x_!19sChIJiyqpxxVQqEcRSTTb0ad7h4I?authuser=0&hl=en&rclk=1","Tierarztpraxis am Südkreuz","4.8","(152)","Veterinarian","·","·","Gustav-Müller-Straße 19","Closed","·","030 96083860","http://www.tierarztpraxis-am-suedkreuz.de/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Vet","and assistant","speak english",".""",""
"https://www.google.com/maps/place/DER+TIERARZT+Dr.+Theobald+in+Sch%C3%B6neberg/data=!4m7!3m6!1s0x47a850448045a28d:0x97ce7237bb30acd9!8m2!3d52.4898995!4d13.3487913!16s%2Fg%2F1tfrfs_1!19sChIJjaJFgERQqEcR2awwuzdyzpc?authuser=0&hl=en&rclk=1","DER TIERARZT Dr. Theobald in Schöneberg","4.6","(159)","Veterinarian","·","·","Eisenacher Str. 40","Closed","·","030 2111779","https://tierarztschoeneberg.de/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent","vet",", friendly and speaks fluent","English",".""","· Opens 8:30 am Mon"
"https://www.google.com/maps/place/Dr.+med.+Vet.+Sven+Albrecht/data=!4m7!3m6!1s0x47a84f460d97ffe5:0xc53f5a876d2a200f!8m2!3d52.4638129!4d13.4852709!16s%2Fg%2F1tjy0j8l!19sChIJ5f-XDUZPqEcRDyAqbYdaP8U?authuser=0&hl=en&rclk=1","Dr. med. Vet. Sven Albrecht","4.4","(409)","Veterinarian","·","·","Baumschulenstraße 34","Closed","·","030 20687012","http://www.tierarzt-berlin.de/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They","speak English","on the phone and on-site.""","","","· Opens 9 am Fri"
"https://www.google.com/maps/place/Tierarztpraxis+am+Tempelhofer+Hafen+-+Dr.+Rhea+Sperlich+%26+Stefanie+Speicher/data=!4m7!3m6!1s0x47a84555c4bfb479:0xadc8d11b4cab7f5a!8m2!3d52.4570395!4d13.3820379!16s%2Fg%2F1hc1l7phy!19sChIJebS_xFVFqEcRWn-rTBvRyK0?authuser=0&hl=en&rclk=1","Tierarztpraxis am Tempelhofer Hafen - Dr. Rhea Sperlich & Stefanie Speicher","4.7","(288)","Veterinarian","·","·","Burgemeisterstraße 75","Closed","·","030 7529061","http://www.tempelhof.vet/","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They are very knowledgeable, fair priced and I really trust their advice.""","","","","",""
"https://www.google.com/maps/place/Tierarztpraxis+%22Am+Forum+K%C3%B6penick%22/data=!4m7!3m6!1s0x47a84868eff8daf1:0x2971e789830ea39d!8m2!3d52.4545147!4d13.578048!16s%2Fg%2F11c3x0jt5y!19sChIJ8dr472hIqEcRnaMOg4nncSk?authuser=0&hl=en&rclk=1","Tierarztpraxis ""Am Forum Köpenick""","4.2","(180)","Veterinarian","·","·","Kinzerallee 29","Closes soon","·","030 64090645","http://www.ta-boxhammer.de/koepenick/index.htm","","Website","","Directions","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""10/10 would recommend.""","","","","","· 5 pm · Opens 2 pm Fri"
"","","","","","","","","","","","","","","","","","","","","","","",""
